,Unnamed: 0,video_id,author,comment,comment_stem,vectores_tfidf,sentiment
2219,2219,eDXf9_YY92c,UChQt1dhCIGO_rUaCzd4SwfQ,"Entonces ahora se necesita un documento que explique de antemano que la relación es aprobada, y que no hubo ninguna intención del hombre de molestar a la mujer? Prefiero entonces el celibato.",entonc ahora necesita documento expliqu antemano relaci aprobada ninguna intenc hombr molestar mujer prefiero entonc celibato,[0. 0. 0. ... 0. 0. 0.],0.0
2220,2220,wXj5nqCjsA8,UCUepelp2hGQAWDMJ00WQzKQ,ojalá haber estado en esa clase. la de zascas que le habria dado a esa charo,ojal haber clase zasca habria dado charo,[0. 0. 0. ... 0. 0. 0.],-1.0
2221,2221,wXj5nqCjsA8,UCDn3h0lyWMT0_-L7Jl_DMdw,Obesa 🔫🔫🔫🔫,obesa,[0. 0. 0. ... 0. 0. 0.],-1.0
2222,2222,wXj5nqCjsA8,UC28cTF0IwYK5HWkL0jyNVzw,"Mucho de lo que dice aqui la señora es adoctrinamiento, que me pongan mulan como ejemplo de una mujer que tiene que ser salvada, es adoctrinamiento, que insinue que los hombres somos cono el de 50 sombras (psicopata sadomasoquista) claramente es una falacia para adoctrinar en su discurso. Dice cosas correctas, pero esas parte de mentira exageracion y demás con las que hacen que su discurso se conviertan en adoctrinamiento.",dice aqui adoctrinamiento pongan mulan ejemplo mujer salvada adoctrinamiento insinu hombr cono sombra psicopata sadomasoquista clarament falacia adoctrinar discurso dice cosa correcta part mentira exageracion hacen discurso conviertan adoctrinamiento,[0. 0. 0. ... 0. 0. 0.],-1.0
2223,2223,wXj5nqCjsA8,UClL5W459GKNBcw5FfFhQ5dw,"Esta señora está con sobre peso, porque desea estar con sobre peso. Su peso es parte del argumento en su charla, para decir que lo que los jóvenes dibujan un estereotipo que difiere del cuerpo de ella. Las personas con sobre peso tienen mas problemas de salud que las delgadas. los médicos indican ejercicio, alimentación balanceada, y chequeos por lo menos dos veces al año para potenciar la salud integral en el ser humano. Hay una manipulación en esta charla desde lo físico hasta decir que todo es una manipulación que recibimos desde niños, aduciendo que todo es construcción social y restando validez a la biología que marca el camino de nuestro comportamiento de acuerdo al sexo con que nacemos.",peso desea peso peso part argumento charla decir vene dibujan estereotipo difier cuerpo persona peso problema salud delgada dico indican ejercicio alimentaci balanceada chequeo meno vece potenciar salud integr humano manipulaci charla sico decir manipulaci recibimo aduciendo construcci social restando validez biolog marca camino comportamiento acuerdo sexo nacemo,[0. 0. 0. ... 0. 0. 0.],0.0
2224,2224,wXj5nqCjsA8,UCTpvpupT8b3FQJAm6XapQsA,"Que una amargada chiflada consiga ir a un colegio para hacer eso a unos pobres niños.........

Esto sólo pasa aquí",amargada chiflada consiga colegio hacer pobr pasa,[0. 0. 0. ... 0. 0. 0.],-1.0
2225,2225,wXj5nqCjsA8,UCo1xsiokO6McGpAJ65EKDIQ,Me encanta el adoctrinamiento de las Juventudes democráticas.,encanta adoctrinamiento juventud democr tica,[0. 0. 0. ... 0. 0. 0.],-1.0
2226,2226,wXj5nqCjsA8,UC9hheDdNx9G565UI_vM1XzQ,"2:09 Porque estás jodidamente obesa, ve al puto gimnasio mija...",jodidament obesa puto gimnasio mija,[0. 0. 0. ... 0. 0. 0.],-1.0
2227,2227,wXj5nqCjsA8,UCyxyRxnO9P_z5KQi9UhZaxQ,Por qué las feministas siempre son feas o gordas?,feminista siempr fea gorda,[0. 0. 0. ... 0. 0. 0.],-1.0
2228,2228,wXj5nqCjsA8,UCyH6R5VDqIKzR74iX4NEVaA,"¿Que se supone que quiere enseñar esta señora?

Este tipo de charlas de lavado de cerebro son absurdas. ¿Cuanto cuesta esta charla? , y ¿quién tiene que pagarla?

Es demencial que en vez de enseñarse matemáticas, física, química, literatura o cualquier otra asignatura, se den charlas de lavado de cerebro a los jóvenes.

La que va de lista, pretende hacer ver a los jóvenes que en vez tener como referente a un hombre o a mujer escultural, sería lo mismo tener a alguien con sobrepeso.  Hace falta tenerlos cuadrados para plantear así el tema. A nadie se le debe rechazar por ser gordo, pero la obesidad no es lo mejor para la salud de una persona. 

La obesidad es en primer lugar un problema de salud. Pesar 40 kg de más no es bueno, y ya que la lavadora de cerebros hace referencia a su sobrepeso, es lo primero que debería decir.

Es llamativo que empiece separando a los chicos en dos grupos: los que les gustan las mujeres, y los que les gustan los hombres. Lo mejor es no separar, pero ya que lo hace ¿donde está el problema en decir simplemente, hombres y mujeres?

Las personas con empanada mental no son las más adecuadas para dar charlas. Sería mucho mejor que se tratasen sus paranoias, y dejasen en paz a los jóvenes.",supon quier ens tipo charla lavado cerebro absurda cuanto cuesta charla pagarla demenci ens ars matem tica sica mica literatura cualquier asignatura charla lavado cerebro vene lista pretend hacer vene tener referent hombr mujer escultur mismo tener alguien sobrepeso hace falta tenerlo cuadrado plantear tema nadi debe rechazar gordo obesidad mejor salud persona obesidad primer lugar problema salud pesar bueno lavadora cerebro hace referencia sobrepeso primero deber decir llamativo empiec separando chico grupo gustan mujer gustan hombr mejor separar hace problema decir simplement hombr mujer persona empanada mental adecuada charla mejor tratasen paranoia dejasen vene,[0. 0. 0. ... 0. 0. 0.],0.0
2229,2229,wXj5nqCjsA8,UC9InptLqUyscCSWwST91OWQ,Asco total,asco total,[0. 0. 0. ... 0. 0. 0.],-1.0
2230,2230,wXj5nqCjsA8,UC7X6lT5xGdqD1eJaxsySqzg,"esa señora de proporciones grandes, encontró un consuelo a su vida. Que nadie tiene la culpa de que sea así, de mente tan corta",proporcion grand encontr consuelo vida nadi culpa ment corta,[0. 0. 0. ... 0. 0. 0.],0.0
2231,2231,wXj5nqCjsA8,UCYfQmX64xjLgTYYRyZWO1zQ,"El instito es una brujula innata, negarlo es absurdo. Búscate el gen.",instito brujula innata negarlo absurdo scate,[0. 0. 0. ... 0. 0. 0.],0.0
2232,2232,wXj5nqCjsA8,UCocQ1zOjjMd15B4l3NjXuhw,Basura adoctrinadora y embustera.,basura adoctrinadora embustera,[0. 0. 0. ... 0. 0. 0.],-1.0
2233,2233,wXj5nqCjsA8,UC5V-6pACaQKCnttnKZZBXZQ,"Tiene toda la razón mejor seamos todos gordos, débiles y patéticos seamos una sociedad de personas mediocres, sin responsabilidades y sin ambiciones.",toda mejor gordo bile tico sociedad persona mediocr responsabilidad ambicion,[0. 0. 0. ... 0. 0. 0.],0.0
2234,2234,wXj5nqCjsA8,UCzdi0gx1O_5XA0bfTqwxFgw,Impacta como tratan de adoctrinar en contra de la naturaleza humana,impacta tratan adoctrinar naturaleza humana,[0. 0. 0. ... 0. 0. 0.],-1.0
2235,2235,wXj5nqCjsA8,UCtj3jX-_2enrGhkaXVownvg,"Aver lo de que nos presionan por ser hombres si es algo correcto la verdad,a nosotros siempre se nos pone esa presion,""el hombre de la casa"",""el que debe ser fuerte y cargar peso"" y la verdad si molesta un poco pero bueno,cada quien asume lo que quiere,pero eso de que porque queremos una rubia y yo que se,me parece tremenda gil4da,¿porque deberia sentirme culpable por gustarme algo que por millpnes de años fue agradable a la vista? si estas gord4 y te gustas asi entonces no veo pprque tanto te quejas de todo si al fin y al cabo la apariencia cuenta,y saben que es lo peor? que YO aun siendo un hombre al cual le gustan las chicas regordetas morenas,tambien puedo ver la idiote5 en lo que dicen,ustedes sean felices con lo que quieren,¿te gusta una rubia? bueno entonces se feliz,quw nadie te venga a decir lo que te implantan porque al fin y al cabo decirte que ¿porque no pusiste a la gord4 en la foto? tambien es algo que te esta tratando de implantar,cada quien tiene sus gustos y no todos somos iguales,si tanto se quejan al final estas personas no parecen tan felices con ser gordas

att:alguien que era un gordo con papada y ahora pesa 77kg y bajand",aver presionan hombr correcto verdad siempr pone presion hombr casa debe fuert cargar peso verdad molesta bueno cada asum quier queremo rubia parec tremenda deberia sentirm culpabl gustarm millpn agrad vista gord gusta entonc pprque queja cabo apariencia cuenta saben peor siendo hombr gustan chica regordeta morena tambien puedo idiot dicen usted felic quieren gusta rubia bueno entonc feliz nadi venga decir implantan cabo decirt pusist gord foto tambien tratando implantar cada gusto igual quejan final persona parecen felic gorda alguien gordo papada ahora pesa bajand,[0. 0. 0. ... 0. 0. 0.],-1.0
2236,2236,wXj5nqCjsA8,UCSMLgGl-S39mYL2Fprjw-ng,"Conclución....chicos olvidaros de 50000 años de evolución....haceros débiles....y dejad de mirar chicas que se cuidan y parecen saludables,,,y fijaos en una gorda como yo.....ah ... Y dibujadme...........",concluci chico olvidaro evoluci hacero bile dejad mirar chica cuidan parecen salud fijao gorda dibujadm,[0. 0. 0. ... 0. 0. 0.],0.0
2237,2237,wXj5nqCjsA8,UCMXSPnMm55oYABgBmxysEng,"Porque a mi no me dibujan?
Porque no cabe usted en la hoja, señora.",dibujan cabe ust hoja,[0. 0. 0. ... 0. 0. 0.],0.0
2238,2238,wXj5nqCjsA8,UCW_frfAFkaEjqu0hY-_urCQ,Me gustaba más el Audi pero me compraré un Seat panda para no sentir que idealizo,gustaba audi comprar seat panda sentir idealizo,[0. 0. 0. ... 0. 0. 0.],0.0
2239,2239,wXj5nqCjsA8,UCpl3cxFftJWNh3dmYxqtMhA,"ALAVO A DIOS EN TODO TIEMPO!! MI CREADOR MI MENTOR, YO Y MI CASA SERVIREMOS A JEHOVA",alavo dio tiempo creador mentor casa serviremo jehova,[0. 0. 0. ... 0. 0. 0.],1.0
2240,2240,A5vlp9ZT6dc,UCYQ_sXolUZkxFflc5gsYlmQ,Los hombres queremos justicia también somos víctimas,hombr queremo justicia tambi ctima,[0. 0. 0. ... 0. 0. 0.],0.0
2241,2241,A5vlp9ZT6dc,UCiR7w2HiwwxmoUFtot3pv_g,"¡“Justicia con perspectiva de género” es burla, chantaje y simulación de justicia!

Aquí en México, una nefasta MINORÍA de políticos masones y afeminados, marxistas trasnochados y lesbianas, promueven estas inmundicias en asambleas legislativas a espaldas del pueblo.  Y con la misma ligereza con que absuelven a funcionarios ladrones y aprueban sus aumentos salariales y liquidaciones, igual promulgan, ante estupor de la MAYORÍA, leyes que incitan a la promiscuidad (sociedad LGTBQ), aborto en menores de edad, “derechos sexuales de los adolescentes” (¡a partir de 10 años!), y “Ley Chancla” contra padres “opresores”.  Obligan su cumplimiento bajo amenaza de multa y cárcel.  Y sobre la falacia que sólo hombres son violentos, se han promulgado “protocolos” y “Ley de Acceso de las Mujeres a una Vida Libre de Violencia”, y adecuaciones a otras leyes, que por definición y contenido son sexistas y discriminan contra hombres.  Imita la legislación chapucera de Canadá, sustentada en censos dolosamente mutilados.  Con la patraña de supuestos ‘derechos compensatorios por históricas injusticias’ (“venganza” dicho de otra manera) se otorga trato preferente a mujeres, derechos que entonces toda minoría puede reclamar para atizar caos.  Enseguida se aprobó divorcio “exprés” para disolución de la familia. “Justicia con perspectiva de género” (?), obliga que funcionarios judiciales sean juez y parte a favor de mujeres.  ¡Y sólo incita injusticia!  Es delito que servidores públicos asesoren a una de las partes en desventaja de la otra en los procesos en que intervienen.  ¡ Medidas todas que reducen hombres a ciudadanos de segunda clase !

 ¿Existe legislación más sexista que exigir justicia preferente para un solo sexo?  Si es tu caso, debes denunciar ante Ministerio Público como delito de abuso de autoridad y otros.  ¡Enfrenta a perro contra perro!

Ahora bien, para hombres es más difícil reconocer indicios de una relación de abuso, pues su narcisismo, caprichos, dramas, histerias, celos, trastornos hormonales y agresiones verbales de mujeres se dan por hecho, propios de su naturaleza y personalidad compleja, y no como síntomas de un patrón de violencia.  “¿Quién entiende a las mujeres?” se dice con ironía.  Pero situación igual es un atropello.  Problema se complica cuando hombre reacciona con exceso y devuelve golpe a mujer.  Algunas mujeres se sienten tan “empoderadas”, alentadas por feministas, que ahora igual abandonan a su marido e hijos, para juntarse con otro hombre u ¡otra mujer!  Entonces, según conductas que como delitos tipifican código penal, “leyes” y “protocolos” afines, igual son punibles los insultos, berrinches, exigencias (aun sutiles) y chantajes de MUJERES TÓXICAS.  Pues, con o sin razón, también hay mujeres que injurian, humillan, manipulan y/o agreden a golpes a su marido u ¡otra mujer!, aunque hombres prefieran callar. 

Y, peor todavía, aun siendo agresivas, la inmensa mayoría de mujeres no admiten ninguna responsabilidad sobre dicha conducta.  Pues contando con la total credibilidad del aparato judicial, tienen todo el incentivo de levantar acusaciones falsas.  Siempre gimen ser víctimas de un esposo golpeador, controlador, irresponsable, violador, etc.

A la vez que se alienta dominio de las mujeres, por otro lado, abiertamente se estigmatiza a los hombres como golpeadores, opresores y violadores, TODOS, para desmoralizarlos y debilitar así a la Nación.  Deliberadamente se socavan los instintos masculinos de honor, liderazgo, protección, lucha, superación y sacrificio por la comunidad.  Forzosos “seminarios de sensibilización” a empleados varones sólo pretenden adoctrinar y someterlos al modelo psicópata feminista.  Enemigo sabe que hombres desvalorizados, estigmatizados y afeminados, no defienden patria ni familia.

Políticos masones bien saben que mujeres son ciudadanos más dóciles, manipulables y fáciles de intimidar, a pesar de su cacareado “empoderamiento”.

Organismos internacionales que presentan este video son el enemigo.  Sin idiotas y traidores locales, sumisos sirvientes, enemigo no es nada.",justicia perspectiva nero burla chantaj simulaci justicia xico nefasta minor tico mason afeminado marxista trasnochado lesbiana promueven inmundicia asamblea legislativa espalda pueblo misma ligereza absuelven funcionario ladron aprueban aumento salarial liquidacion igual promulgan estupor mayor ley incitan promiscuidad sociedad lgtbq aborto menor edad derecho sexual adolescent partir chancla padr opresor obligan cumplimiento bajo amenaza multa rcel falacia hombr violento promulgado protocolo acceso mujer vida libr violencia adecuacion ley definici contenido sexista discriminan hombr imita legislaci chapucera canad sustentada censo dolosament mutilado patra supuesto derecho compensatorio hist rica injusticia venganza dicho manera otorga trato preferent mujer derecho entonc toda minor pued reclamar atizar cao enseguida aprob divorcio expr disoluci familia justicia perspectiva nero obliga funcionario judicial juez part favor mujer incita injusticia delito servidor blico asesoren part desventaja proceso intervienen medida toda reducen hombr ciudadano segunda clase exist legislaci sexista exigir justicia preferent solo sexo caso debe denunciar ministerio blico delito abuso autoridad enfrenta perro perro ahora bien hombr reconoc indicio relaci abuso pue narcisismo capricho drama histeria celo trastorno hormonal agresion verbal mujer hecho propio naturaleza personalidad compleja ntoma patr violencia entiend mujer dice iron situaci igual atropello problema complica hombr reacciona exceso devuelv golp mujer mujer sienten empoderada alentada feminista ahora igual abandonan marido hijo juntars hombr mujer entonc conducta delito tipifican digo penal ley protocolo afin igual punibl insulto berrinch exigencia sutil chantaj mujer xica pue tambi mujer injurian humillan manipulan agreden golp marido mujer aunqu hombr prefieran callar peor todav siendo agresiva inmensa mayor mujer admiten ninguna responsabilidad dicha conducta pue contando total credibilidad aparato judici incentivo levantar acusacion falsa siempr gimen ctima esposo golpeador controlador irrespons violador alienta dominio mujer lado abiertament estigmatiza hombr golpeador opresor violador desmoralizarlo debilitar naci deliberadament socavan instinto masculino honor liderazgo protecci lucha superaci sacrificio comunidad forzoso seminario sensibilizaci empleado varon pretenden adoctrinar someterlo modelo psic pata feminista enemigo sabe hombr desvalorizado estigmatizado afeminado defienden patria familia tico mason bien saben mujer ciudadano cile manipul cile intimidar pesar cacareado empoderamiento organismo internacional presentan video enemigo idiota traidor local sumiso sirvient enemigo,[0. 0. 0. ... 0. 0. 0.],-1.0
2242,2242,A5vlp9ZT6dc,UCMAAgfh2Jg_ebezlXJMznmw,"No representan la verdad absoluta, tienen distorsión cognitiva, pura ideología, debieran hacerles estudios psicologicos y neurocientificos, como asi tambien a los hombres que cumplen funciones legislativas y judiciales, es muy sencillo. Va más allá de una ideología, la ideologia es el síntoma  de la personalidad de base, que justifica con leyes complejas la intencionalidad del síntoma. Más biologia y menos idiologias.

Pregunto ¿Es lo mismo una mujer psiquicamente normal o con tendencias normales? ¿Que una mujer psicotica paranoide querellante? El hombre es vil por naturaleza y la mujet es angelical. Los estudios científicos establecen que la mujer tiene un porcentaje mayor de generar violencia psicológica. 

Es mas fácil fantasear que estudiar al cerebro humano, los cuales a la vez son diferentes, en estructura, funcionamiento, neurotrasmisión, etc; por ello el indice de enfermedades mentales segun la OMS es mayor en las mujeres que en los hombres.
No hay que universalizar (Husserl)

Hay niños que se criaron en plena guerra, y son sanos y otros nacieron en una familia funcional y son delincuentes, lo mismo sucede con las mujeres. 

Estudien genética !!!! Neurociencias y psicologia Científica! Por suouesto, lleva mas de 25 años, mas fqcil es ""hablat"" 


Según el video la celotipia es propio del hombre, cuando cienticamente es al revés.",representan verdad absoluta distorsi cognitiva pura ideolog debieran hacerl estudio psicologico neurocientifico tambien hombr cumplen funcion legislativa judicial sencillo ideolog ideologia ntoma personalidad base justifica ley compleja intencionalidad ntoma biologia meno idiologia pregunto mismo mujer psiquicament normal tendencia normal mujer psicotica paranoid querellant hombr naturaleza mujet angel estudio cient fico establecen mujer porcentaj mayor generar violencia psicol gica fantasear estudiar cerebro humano cual diferent estructura funcionamiento neurotrasmisi ello indic enfermedad mental segun mayor mujer hombr universalizar husserl criaron plena guerra sano nacieron familia funcion delincuent mismo suced mujer estudien tica neurociencia psicologia cient fica suouesto lleva fqcil hablat video celotipia propio hombr cienticament,[0. 0. 0. ... 0. 0. 0.],0.0
2243,2243,A5vlp9ZT6dc,UCORiXockVeQpNCfrt6Z5q0A,"Me emocionó hasta las lágrimas. Yo quiero salir de ésto pero no puedo, me da miedo quedarme en la calle.  Es verdad, pueden pasar muchos años y callamos. Gracias por éste video.",emocion grima quiero salir puedo miedo quedarm call verdad pueden pasar callamo gracia video,[0. 0. 0. ... 0. 0. 0.],-1.0
2244,2244,A5vlp9ZT6dc,UCWQJFswJsjIwRH4K0KEBtVg,https://youtu.be/gmi6zOo2utU,http youtu,[0. 0. 0. ... 0. 0. 0.],0.0
2245,2245,A5vlp9ZT6dc,UCfHsd8lcRY9CnlneFmEN8NQ,Excelente documental❤,excelent document,[0. 0. 0. ... 0. 0. 0.],1.0
2246,2246,A5vlp9ZT6dc,UCRsQ9BdhiE9RuzTuUPnmC5g,A este documental le falto aclarar que no todos los hombres son unos desgraciados.,document falto aclarar hombr desgraciado,[0. 0. 0. ... 0. 0. 0.],-1.0
2247,2247,A5vlp9ZT6dc,UC6TdFHGvp8IEqbr1H4CtVaA,Quiero  deçirle  a los medios de comunicación  y. A la justicia  qe todo el mundo en general  no son asesinos  de mujeres  y niños  qe se dirijan  solo a estos terroristas de falda,quiero irl medio comunicaci justicia mundo gener asesino mujer dirijan solo terrorista falda,[0. 0. 0. ... 0. 0. 0.],-1.0
2248,2248,A5vlp9ZT6dc,UCM6WdEMtmc3fnL-Dgq1h7uQ,Un chiste no sabía que la violencia  tiene género ?solo para la mujer!!!,chist violencia nero solo mujer,[0. 0. 0. ... 0. 0. 0.],0.0
2249,2249,A5vlp9ZT6dc,UCf4cBrf0xWvmaKr5iv22RPA,"3:32 asi como, no especifica como 4:27 por general la gente no se acuerda de los que le paso con 4 años, no solo los jovene, tambien los adultos y este ultimo con muchas mas dificultades. 6:06 tu misma dices ""estaba mal de la cabeza ese hombre"" hay muchos hobres que no se incluyen a ese tipo de personas 6:35 no tiene por que, a mi me han maltratados muchas mujeres Y HOMBRES tanto fisicamente como mental, es mas cuando era mas joven las chicas me pegaban con piedras en la cabeza aunque yo no halla echo nada malo, ahora que , la mujer no tiene por que ser mas foja para no pegarle a un hombre. tu puedes cojer un arma blanca y matar a un hombre, no hace falta ser mas fuerte que el y seguro que a muchos se la sudan lo que diga y le tiren mierda a los hombres, pero con esto estas creando una cosa llamada hombrefobia, igual que tu dices mujerfobia yo digo hombrefovia, y asi se crea 2 fobias a distintos generos, y eso produce violencia que es por lo que estais luchando en lo que no halla tanto por parte del hombre como el de la mujer, mas por el primero mencionado y esto va a probocar que mas veces la mujer ataque al hombre y que pasara con las mujeres que antes son mas agredidas, ahora son algunas de ellas las agresoras y por que? por que luchar por tonterias va a crear mas conflictos para ellas, tanto por parte de algunos hombres descerebrados, como por intentar defenderse con la violencia. reflesionemos aqui el problema no son todos los hombres, el problema son ALGUNOS hombres descerebrados",especifica gener gent acuerda paso solo joven tambien adulto ultimo mucha dificultad misma dice cabeza hombr hobr incluyen tipo persona maltratado mucha mujer hombr fisicament mental joven chica pegaban piedra cabeza aunqu halla echo malo ahora mujer foja pegarl hombr pued cojer arma blanca matar hombr hace falta fuert seguro sudan diga tiren mierda hombr creando cosa llamada hombrefobia igual dice mujerfobia digo hombrefovia crea fobia distinto genero produc violencia estai luchando halla part hombr mujer primero mencionado probocar vece mujer ataqu hombr pasara mujer agredida ahora agresora luchar tonteria crear conflicto part hombr descerebrado intentar defenders violencia reflesionemo aqui problema hombr problema hombr descerebrado,[0. 0. 0. ... 0. 0. 0.],-1.0
2250,2250,A5vlp9ZT6dc,UCEMlgSSnFOkkZzUSuCia9yw,Me alegro que con poquito de cada uno pidamos hacer feliz a eston niño  tan lindos,alegro poquito cada pidamo hacer feliz eston lindo,[0. 0. 0. ... 0. 0. 0.],1.0
2251,2251,A5vlp9ZT6dc,UCYZM_DfbszLQdJfJQmvWOkA,"Es Horrible que se trate asi a una Mujer. No hay justificacion. Igual es importante tener en Cuenta factores desencadenantes ( no justificativos, aclaro), como por ejemplo, el maltrato verbal, el ridiculizar a la pareja, el abusar del dinero, LA INFIDELIDAD cosas que si se las haces a un hombre que esta mal de la cabeza, puede desembocar en lo peor. _Obvio que no en todos los casos existen estos mencionados factores. Pero si vos te metes con un mafioso y todavia le sos infiel antes de divorciarte de él, es muy probable que las cosas acaben de la peor manera possible.",horribl trate mujer justificacion igual important tener cuenta factor desencadenant justificativo aclaro ejemplo maltrato verbal ridiculizar pareja abusar dinero infidelidad cosa hace hombr cabeza pued desembocar peor obvio caso existen mencionado factor mete mafioso todavia infiel divorciart probabl cosa acaben peor manera possibl,[0. 0. 0. ... 0. 0. 0.],-1.0
2252,2252,eDXf9_YY92c,UC8DyfiBRNAiyNpJP4hTOyig,Estoy de acuerdo con esta ley.,acuerdo,[0. 0. 0. ... 0. 0. 0.],0.0
2253,2253,eDXf9_YY92c,UC2MmGaO5QpENhqQxQmdQm5g,España se está yendo a la mrd cada vez más rápido,espa yendo cada pido,[0. 0. 0. ... 0. 0. 0.],0.0
2254,2254,eDXf9_YY92c,UCVDrhJZHMK3wE8RsKBv3BiQ,Estas fiministas tendrian de estar en pakistan👌,fiminista tendrian pakistan,[0. 0. 0. ... 0. 0. 0.],0.0
2255,2255,eDXf9_YY92c,UCo-t6n45cLJk6GXDR8_6zhw,"Algo me dice que el turismo en España va a disminuir jee, por andar y excederse de pagafantas allá jaja... Espero no se invente una ley similar en mi país.",dice turismo espa disminuir andar exceders pagafanta jaja espero invent similar,[0. 0. 0. ... 0. 0. 0.],0.0
2256,2256,eDXf9_YY92c,UC7ufM93AzuA6iwKU0lgWY8g,"Prometo nunca ir a España

Pd. España será extinto en 1 año, ya que si no puedes hacer el delicioso sin antes firmar un papel pues nadie tendrá hijos por lo tanto desaparecerán😐",prometo nunca espa espa extinto pued hacer delicioso firmar papel pue nadi tendr hijo desaparec,[0. 0. 0. ... 0. 0. 0.],-1.0
2257,2257,eDXf9_YY92c,UCs_CPSjFfkUkm7Hlwqz1W9w,Ley que ayuda a los violadores,ayuda violador,[0. 0. 0. ... 0. 0. 0.],0.0
2258,2258,eDXf9_YY92c,UCrlRoQVzuOCM4c7T8YKOR7g,El congreso de España parece un congreso llenos de chimpancé jajja gritando platano platano,congreso espa parec congreso lleno chimpanc jajja gritando platano platano,[0. 0. 0. ... 0. 0. 0.],0.0
2259,2259,eDXf9_YY92c,UCE2db_6cb3PR08em8rrP-tA,Los hombres deberian unirse y hacer un paro nacional hasta que esas loc@s salgan del poder y romp@n esa ley.,hombr deberian unirs hacer paro nacion salgan poder romp,[0. 0. 0. ... 0. 0. 0.],0.0
2260,2260,eDXf9_YY92c,UChAc28YOukLRNrVnsudInqQ,Toca volverse transexual,toca volvers transexu,[0. 0. 0. ... 0. 0. 0.],0.0
2261,2261,eDXf9_YY92c,UCLYlg9HYAww96xRkpef_efw,Mejor hubieran aprobado la purga 😂,mejor aprobado purga,[0. 0. 0. ... 0. 0. 0.],0.0
2262,2262,eDXf9_YY92c,UCS8WVt0mSDM6rd5X9jp9rOQ,Devuelvan el oro,devuelvan,[0. 0. 0. ... 0. 0. 0.],0.0
2263,2263,eDXf9_YY92c,UC41qpAslp_82q5bKi1-MC1A,Otra ley sexista estigmatizando  los hombres feminismo es sexismo,sexista estigmatizando hombr feminismo sexismo,[0. 0. 0. ... 0. 0. 0.],-1.0
2264,2264,eDXf9_YY92c,UCjTXUu8bP2fNf2zHpGNqtlg,"Por el hecho de ser hombre seré un peligro ahí en España
Gloria a dios que no soy español xd",hecho hombr peligro espa gloria dio espa,[0. 0. 0. ... 0. 0. 0.],0.0
2265,2265,eDXf9_YY92c,UCQYmuBG27iMajThgHQoYxdw,"Como aprobaron esta ley pedorra en España? Yo pensé que era broma porque lo vi en un video de fb, que eran todas mujeres en esa junta?",aprobaron pedorra espa pen broma video toda mujer junta,[0. 0. 0. ... 0. 0. 0.],-1.0
2266,2266,eDXf9_YY92c,UCv4F3fH35-IWIvuf2IYZtcw,Pobre España 😢,pobr espa,[0. 0. 0. ... 0. 0. 0.],-1.0
2267,2267,eDXf9_YY92c,UCchkj4GNMMZLbCKcx-tD6yg,"Get this crap out of here!! The Catholic Church should be part of the government like before! This Anglo Saxon and feminist crap will destroy Spain! Viva Espana y el Rey! Viva Christo Rey!! Desde Alta California, Nueva Espana!! 🇪🇸 🇲🇽 ❤️",thi crap here cathol church should part govern like befor thi anglo saxon feminist crap will destroy spain viva espana viva christo alta california nueva espana,[0. 0. 0. ... 0. 0. 0.],-1.0
2268,2268,eDXf9_YY92c,UCDqehdN7ATB5ww3kfxVPUJw,Están enfermos en España.,enfermo espa,[0. 0. 0. ... 0. 0. 0.],0.0
2269,2269,eDXf9_YY92c,UCkzP2uzacWIhdSJLgqLvcPQ,Resultado: cientos de violadores excarcelados y reforma de esa ley chapuza,resultado ciento violador excarcelado reforma chapuza,[0. 0. 0. ... 0. 0. 0.],-1.0
2270,2270,eDXf9_YY92c,UCohftDnL_CoFcwkVZKi_Mew,"Quien está detrás de toda esta gente ,para que sea aprobada la ley del si es si
ASI VA ESPAÑA DIOS NOS COJA CONFESADOS
QUE VERGÜENZA DONDE ESTA EL SENTIDO COMÚN",detr toda gent aprobada espa dio coja confesado verg enza,[0. 0. 0. ... 0. 0. 0.],-1.0
2271,2271,eDXf9_YY92c,UChQt1dhCIGO_rUaCzd4SwfQ,"Entonces ahora se necesita un documento que explique de antemano que la relación es aprobada, y que no hubo ninguna intención del hombre de molestar a la mujer? Prefiero entonces el celibato.",entonc ahora necesita documento expliqu antemano relaci aprobada ninguna intenc hombr molestar mujer prefiero entonc celibato,[0. 0. 0. ... 0. 0. 0.],0.0
2272,2272,fkXY5DtfVdY,UCv-NLhyR3EEW-amoNcZz0jw,"Alguna persona que se autoperciba con el mismo genero de quien usa la palabra ""micromachista"" del video, me puede decir cual seria la temperatura ideal para sus cuerpos? Y poder poner la temperatura adecuada en casa para  que la persona con quien vivo no se sienta ofendida o me vaya a acusar de ser "" micromachista o de sentirse oprimida por vivir en un hogar socialmente denominado como patriarcal?",alguna persona autoperciba mismo genero palabra micromachista video pued decir seria temperatura ideal cuerpo poder poner temperatura adecuada casa persona vivo sienta ofendida vaya acusar micromachista sentirs oprimida vivir hogar socialment denominado patriarc,[0. 0. 0. ... 0. 0. 0.],-1.0
2273,2273,fkXY5DtfVdY,UCH1fNc4qiCfycDeNCjb1FKg,Me gusta cómo le dio la alternativa de poder decir que es una broma para reírse todos,gusta alternativa poder decir broma,[0. 0. 0. ... 0. 0. 0.],1.0
2274,2274,fkXY5DtfVdY,UC9JtM4xbnOXiNGI90j_pdDA,Que capo mandar a apagar el aire y todos estén sufriendo de calor 😂😂😂,capo mandar apagar air sufriendo calor,[0. 0. 0. ... 0. 0. 0.],-1.0
