,Unnamed: 0,video_id,author,comment,vectores_tfidf,comment_stem,sentiment,c_hateful,aggresive,targeted
236,550,EsMSF3vX-Do,UCxdEHSDUcJYmVhFa3OBh_rg,Por qué ?? Pinché políticos de mierda,[0. 0. 0. ... 0. 0. 0.],pinch tico mierda,-1.0,0.5282629132270813,0.5578712821006775,0.45955875515937805
237,551,EsMSF3vX-Do,UCgL3yzU3wx3ASVHR4VAPBkg,"Hitler al ver que le dicen nazis a las feministas 
Hitler: que he hecho yo para merecerme esto",[0. 0. 0. ... 0. 0. 0.],hitler dicen nazi feminista hitler hecho merecerm,-1.0,0.37718847393989563,0.166717991232872,0.16526953876018524
238,555,EsMSF3vX-Do,UCr4Q5fCLsIHVsODQppOceJg,"A esa  gordita feminazi se le nota en la carita que el tipo le gusta y ella esta haciendo un berrinchito. Lamentablemente el tipo debe estar pensando qué lastima que no me gusta, bueno trago saliva y sigo disertando XD",[0. 0. 0. ... 0. 0. 0.],gordita feminazi nota carita tipo gusta haciendo berrinchito lamentablement tipo debe pensando lastima gusta bueno trago saliva sigo disertando,-1.0,0.986099362373352,0.9611158967018127,0.9766164422035217
239,556,BlXafWv5Nz8,UCdHMfQTeBFL_jZGtIu6l4nw,es divertido ser machista,[0. 0. 0. ... 0. 0. 0.],divertido machista,-1.0,0.14783751964569092,0.14250007271766663,0.08920380473136902
240,557,BlXafWv5Nz8,UCYUcOQojeQNIzjMOJEEnNwQ,"Quién dice que no puede :gobernar, política, decisiones , hasta mentirosas son.
Así son, difaman",[0. 0. 0. ... 0. 0. 0.],dice pued gobernar tica decision mentirosa difaman,-1.0,0.8286969065666199,0.7136858701705933,0.6812366843223572
241,560,BlXafWv5Nz8,UCYUcOQojeQNIzjMOJEEnNwQ,"Lo que he visto, cuando conducen las mujeres se dan el paso entre otras más, cuando es un hombre hacen lo contrario.
A eso que le llamaría la señora que da la noticia?",[0. 0. 0. ... 0. 0. 0.],visto conducen mujer paso hombr hacen contrario llamar noticia,-1.0,0.2665349245071411,0.036634523421525955,0.00822268333286047
242,561,BlXafWv5Nz8,UCYUcOQojeQNIzjMOJEEnNwQ,"Yo no soy machista, veo una mujer parada y un hombre, sigan parados. Existen excepciones por vejez, tiene unos vagones exclusivos. ¡Que envidia!",[0. 0. 0. ... 0. 0. 0.],machista mujer parada hombr sigan parado existen excepcion vejez vagon exclusivo envidia,-1.0,0.7554894685745239,0.225472092628479,0.030285736545920372
243,562,BlXafWv5Nz8,UCO0uLqR5yWi1r80wmTSrelg,Porque hay mujeres que para todo es machismo (no todas) no todos los hombres somos machismos,[0. 0. 0. ... 0. 0. 0.],mujer machismo toda hombr machismo,-1.0,0.9058820009231567,0.29361820220947266,0.10696392506361008
244,563,BlXafWv5Nz8,UCM_vfecnGxedPRle9LgdJfw,"las ideologías de algunas mujeres son en parte del maltrato que se les daba y no las culpo por estar siempre a la defensiva, mi abuelo maltrataba a mi abuela y todos lo defendían diciendo que nunca le levanto la mano, ósea no la golpeo pero mi abuela nos contaba que cuando el quería tener sexo aun que ella no quisiera se tenia que poner, no la golpeaba pero se ponía violento, yo recuerdo como le trataba y repito nunca vi que le levantara la mano pero si que la hacia de menos como si fuera su sirvienta y ese tipo de cosas, mi padre menos que el pero si que hizo sufrir a mi madre por muchos años, ya ha cambiado pero aun de vez en cuando en pleno 2023 le sale eso que le enseñaron, si no fuera por sus hijos que le ponemos sus regañadas seguiría igual. es un alivio que hemos cambiado como sociedad y las mujeres ahora se pueden defender y pueden elegir y para nada pido que bajen la guardia solo que piensen usen su cerebro y no sean como esos hombres machistas que se respaldan por la biología, no se conviertan en lo que tanto odiaron.",[0. 0. 0. ... 0. 0. 0.],ideolog mujer part maltrato daba culpo siempr defensiva abuelo maltrataba abuela defend diciendo nunca levanto mano golpeo abuela contaba quer tener sexo quisiera tenia poner golpeaba violento recuerdo trataba repito nunca levantara mano hacia meno sirvienta tipo cosa padr meno hizo sufrir madr cambiado pleno sale ens aron hijo ponemo rega ada seguir igual alivio cambiado sociedad mujer ahora pueden defend pueden elegir pido bajen guardia solo piensen usen cerebro hombr machista respaldan biolog conviertan odiaron,-1.0,0.4639890193939209,0.2035812884569168,0.028153453022241592
245,565,BlXafWv5Nz8,UC4wouUxcJ4UL7LpbHgJ0kEA,En un programa de tele esta arreglado para que una mujer le gane a un hombre solo o estando c varios machirulos,[0. 0. 0. ... 0. 0. 0.],programa tele arreglado mujer gane hombr solo vario machirulo,-1.0,0.23105502128601074,0.06318917125463486,0.021445181220769882
246,566,BlXafWv5Nz8,UCnLDI_oICfHzy3OmaP1S2wA,"Últimamente ya me tiene harto esos tipicos niños que se creen basados por insultar a una mujer y lo toman como algo gracioso 
Pero si lo llega a hacer una mujer un chiste como ellos  ellos son los primeros en quejarse y arderse , la verdad yo pienso que no hay que darle el celular a los niños por que sino van atener esa conducta de mierda que tienen ahora , que en ves de ser basados terminan siendo cristalitos  que no se le pude decir nada ,😂",[0. 0. 0. ... 0. 0. 0.],ltimament harto tipico creen basado insultar mujer toman gracioso llega hacer mujer chist primero quejars arders verdad pienso darl celular sino aten conducta mierda ahora basado terminan siendo cristalito pude decir,-1.0,0.2559085190296173,0.09049642086029053,0.008988108485937119
247,567,BlXafWv5Nz8,UCDn3h0lyWMT0_-L7Jl_DMdw,"Por qué cuando mencionan a violadores no usan su cochino lenguaje inclusivo? O sea violadores hombres siempre siempre siempre, pero en todo los demás si quieren incluir a las rucas y a los homosexuales (de mrda) ?
Eso no es hembrismo?
Leo comentarios de varones, comentarios de rucas los pasare por alto",[0. 0. 0. ... 0. 0. 0.],mencionan violador usan cochino lenguaj inclusivo violador hombr siempr siempr siempr quieren incluir ruca homosexual mrda hembrismo comentario varon comentario ruca pasar alto,-1.0,0.5509781837463379,0.17528700828552246,0.056334249675273895
248,570,BlXafWv5Nz8,UCHbQfh1PoJGMjynLxm3xxzA,"Eso es en Medio Oriente, lamentablemente en mujeres también son poses donde todos se chancan entre ellos, lamentablemente 😢",[0. 0. 0. ... 0. 0. 0.],medio orient lamentablement mujer tambi pose chancan lamentablement,-1.0,0.12774299085140228,0.05427910387516022,0.04545503854751587
249,572,BlXafWv5Nz8,UCDSZGanwh0zF4Idb5trGJfA,"El machismo tiene base biológica,no solo influencia cultural",[0. 0. 0. ... 0. 0. 0.],machismo base biol gica solo influencia cultur,-1.0,0.21493417024612427,0.06643941253423691,0.022109143435955048
250,574,BlXafWv5Nz8,UClIkKNsT2zfgr58eC-KY34w,Ser machista es una manera incrédula nefasta de creerse mejor que una mujer Eso ya lo tengo claro no somos mejor que las mujeres porque si las mujeres hoy no estaríamos acá se necesitan ambas partes para llevar a cabo la vida de qué van a vivir los machistas si no existirían las mujeres hoy Gracias a una mujer estamos acá y está igual como un hombre hoy Gracias a Dios la mujer puede hacer lo que quiera Si quiere trabajar trabaja si quiere hacer cosas que nunca hizo porque en el tiempo de antes se reprimía mucho que la mujer solamente sirvió para la cocina y a la cama No señor así no son las cosas la mujer también tiene sus derechos,[0. 0. 0. ... 0. 0. 0.],machista manera incr dula nefasta creers mejor mujer claro mejor mujer mujer amo necesitan amba part llevar cabo vida vivir machista existir mujer gracia mujer igual hombr gracia dio mujer pued hacer quiera quier trabajar trabaja quier hacer cosa nunca hizo tiempo reprim mujer solament sirvi cocina cama cosa mujer tambi derecho,-1.0,0.4400827884674072,0.10163819789886475,0.019242046400904655
251,575,fN48ESWAa_g,UC5R9Bj7w3bWd2xk8Y9DywsA,Seria mejor que digan l@s niñ@s para que los españoles no sigan arruinando su idioma castellano hahhahaahahajajajajajajajajajajjajja 😂🤣,[0. 0. 0. ... 0. 0. 0.],seria mejor digan espa ole sigan arruinando idioma castellano hahhahaahahajajajajajajajajajajjajja,-1.0,0.10154809057712555,0.03237741440534592,0.006980047561228275
252,576,fN48ESWAa_g,UC5R9Bj7w3bWd2xk8Y9DywsA,"Les niñes dijo esa señora,los españoles estan arruinando su idioma castellano sin que ellos se den cuenta hahahaahahahabajajaajajajajaajjajaajajjaajjjaja 😂",[0. 0. 0. ... 0. 0. 0.],dijo espa ole estan arruinando idioma castellano cuenta hahahaahahahabajajaajajajajaajjajaajajjaajjjaja,-1.0,0.045441385358572006,0.020542625337839127,0.009270483627915382
253,577,fN48ESWAa_g,UCjaaONgMV2TD-mmSxlo6gGQ,Protejamos a Lis niños de la mayor mentira de la humanidad que es la religión,[0. 0. 0. ... 0. 0. 0.],protejamo mayor mentira humanidad religi,-1.0,0.03846368193626404,0.01582147181034088,0.008975905366241932
254,579,fN48ESWAa_g,UCGSnhdpDi3BKmF5rfle6vxQ,Estos son los comunistas. Los q cargan contra curas y dalai lama,[0. 0. 0. ... 0. 0. 0.],comunista cargan cura dalai lama,-1.0,0.12512332201004028,0.11900728195905685,0.06026054173707962
255,581,fN48ESWAa_g,UC9yYR8_Di37L_H-gI6Y6-_Q,Me da as o esta mujer que hirror,[0. 0. 0. ... 0. 0. 0.],mujer hirror,-1.0,0.7250799536705017,0.36765190958976746,0.20501001179218292
256,582,fN48ESWAa_g,UCfpLoKIzVIhypXdRvg1_dzw,"Por favor que le ocurre a esa Sra. No es extrema derecha es la humanidad, la inocencia, valores, que están en juego. Los de la izquierda siempre quieren hacer más ruido porque son minoría y además cualquier tema de resentimiento toman para que se propague y apabulle. Nada que ver con la ESI.",[0. 0. 0. ... 0. 0. 0.],favor ocurr extrema derecha humanidad inocencia valor juego izquierda siempr quieren hacer ruido minor adem cualquier tema resentimiento toman propagu apabul,-1.0,0.023993276059627533,0.01894325017929077,0.005306818522512913
257,583,fN48ESWAa_g,UC2DtnRD5Qs1uc_tGYOmQb9g,"Soy adolescente y honestamente creo que la ministra Irene Montero no ha dicho  absolutamente nada malo, el consentimiento si debe ser fundamental y al fin y al cabo es lo que realmente vale a la hora de tener una relación sexual . Siento que muchas veces en la sociedad se subestima por parte de los adultos la capacidad de consentir de los menores entonces lo ven como algo inconcebible, pero la realidad es que se puede dar en ciertos casos.",[0. 0. 0. ... 0. 0. 0.],adolescent honestament creo ministra iren montero dicho absolutament malo consentimiento debe fundament cabo realment vale hora tener relaci sexual siento mucha vece sociedad subestima part adulto capacidad consentir menor entonc inconceb realidad pued cierto caso,-1.0,0.02126397006213665,0.013154080137610435,0.008195077069103718
258,585,fN48ESWAa_g,UCWFOhuosc1huybaUUcNZBTQ,"Éstas bestias poco a poco se han ido introduciendo,  no lo permitan padres de familia, éso es aberrante!!los niños no necesitan sexo , que los dejen vivir su niñez en paz y sin malicia  🤮😖no cabe duda que ya estamos en los últimos tiempos . Cristo viene pronto!arrepientanse! y conviertanse a Dios,para que sean borrados sus pecados y venga de la presencia del Señor tiempos de refrigerio",[0. 0. 0. ... 0. 0. 0.],sta bestia introduciendo permitan padr familia aberrant necesitan sexo dejen vivir malicia cabe duda ltimo tiempo cristo vien pronto arrepientans conviertans dio borrado pecado venga presencia tiempo refrigerio,-1.0,0.2000156193971634,0.11368994414806366,0.015953004360198975
259,586,fN48ESWAa_g,UC_5IBs8-51W_W-cBeLRG-AQ,"Cuando no, tenía que ser España. . .
Quien sin no *Irene Montero* para legalizar las fantasías de unos TRANStornados",[0. 0. 0. ... 0. 0. 0.],espa iren montero legalizar fanta transtornado,-1.0,0.05416864901781082,0.027775855734944344,0.01279669813811779
260,590,fN48ESWAa_g,UCbVsxlNLu2GVnSXkp1Tqy9Q,Está enferma esa persona. Es increíble que esté secundada por algunos gremios.,[0. 0. 0. ... 0. 0. 0.],enferma persona incr secundada gremio,-1.0,0.3273591995239258,0.22085852921009064,0.12838444113731384
261,591,fN48ESWAa_g,UC90xCefM5MOeD19EfNJhM1w,La odio que le pasa,[0. 0. 0. ... 0. 0. 0.],odio pasa,-1.0,0.06360743939876556,0.06469637900590897,0.01965831220149994
262,595,iyCHxB7wdeQ,UCH8nZGAkEfOcMYKJNBAVJLA,"IGUALDAD ANTE LA LEY
Eso no existe ya en muchos países, con la idea de equiparar a ambos géneros, hoy se les fue la nano, y los hombres, ya no tienen derechos, y según algunas leyes, ser hombre es peor que ser una baboza.",[0. 0. 0. ... 0. 0. 0.],igualdad exist idea equiparar ambo nero nano hombr derecho ley hombr peor baboza,-1.0,0.1057620644569397,0.04385526105761528,0.020947705954313278
263,596,iyCHxB7wdeQ,UCKhBESUwv_HuM4XWrOAWzOw,"¿Por qué existe aún desigualdad entre hombres y mujeres?
En principio y en final, por que las personas SOMO DESIGUALES!!!!!!!!!!!
Paren con meter la agenda 2030 a martillazos",[0. 0. 0. ... 0. 0. 0.],exist desigualdad hombr mujer principio final persona somo desigual paren meter agenda martillazo,-1.0,0.4451481103897095,0.09298157691955566,0.009523061104118824
264,598,iyCHxB7wdeQ,UCqNUR74Tl28H0ARkA5UV_cA,"Se vive esa realidad, al menos en mi país, qué algunos se quieren hacer los loco. y locas... Bueno...",[0. 0. 0. ... 0. 0. 0.],vive realidad meno quieren hacer loco loca bueno,-1.0,0.06977157294750214,0.03575066104531288,0.01682576723396778
265,603,iyCHxB7wdeQ,UC2uDA2g9vZTQPSQVqQFVxPw,"Hombres y mujeres tenemos los mismos derechos no sean palurdos!!!!! lean la constitución de su pais....otra cosa es que existe gente que no respeta esos derechos, y ante eso hay que denunciar...y obvio que hay diferencias biologicas, aca el ""psicólogo"" cae en una falacia al exponer su análogia y solo alguien muy obtuso se quedaría con la versión de este video.",[0. 0. 0. ... 0. 0. 0.],hombr mujer mismo derecho palurdo lean constituci pai cosa exist gent respeta derecho denunciar obvio diferencia biologica psic logo falacia expon logia solo alguien obtuso quedar versi video,-1.0,0.12205848097801208,0.039062000811100006,0.01068088598549366
266,605,iyCHxB7wdeQ,UCrOmFE9SHxV-nxd7v6DtH8Q,"Que va antes las mujeres hoy en día no se les puede no Tocar y vienen a decir que discriminación. Que estupidez , lo otro que culpa que los mejores futbolistas , economistas , magistrados , matemáticos ,físicos y químicos sean hombres el ,hombre es más inteligente para esas cosas y ya las mujeres tienen otras cualidades",[0. 0. 0. ... 0. 0. 0.],mujer pued tocar vienen decir discriminaci estupidez culpa mejor futbolista economista magistrado matem tico sico mico hombr hombr inteligent cosa mujer cualidad,-1.0,0.33599111437797546,0.05785934999585152,0.02695309743285179
267,607,iyCHxB7wdeQ,UCjvU8KtnmmIlhEqbdpO9_9g,"Algunos de sus programas son maravillosos.  Por ejemplo, la entrevista del científico Barbacid acerca del cancer, y algunas otras que tambien son de oro.  

Sin embargo, muchas entrevistas son pura propaganda ""woke.""  Por ejemplo esta, en la cual ustedes insisten en que los hombres discriminan a las mujeres.  Me imagino que alguien o alguna organización estará pagando cifras muy lucrativas para que ustedes estén difundiendo esta propaganda.  Y no es solo que esa filosofia es un embuste, sino que tambien están destrozandole las mentes a los niños y a las niñas.  Basta ya de promulgar mentiras, que las mentiras aburren y hacen muchisimo daño.",[0. 0. 0. ... 0. 0. 0.],programa maravilloso ejemplo entrevista cient fico barbacid acerca cancer tambien embargo mucha entrevista pura propaganda woke ejemplo usted insisten hombr discriminan mujer imagino alguien alguna organizaci pagando cifra lucrativa usted difundiendo propaganda solo filosofia embust sino tambien destrozandol ment basta promulgar mentira mentira aburren hacen muchisimo,-1.0,0.21162819862365723,0.05249302089214325,0.011360605247318745
268,608,iyCHxB7wdeQ,UC9ay1eN-4qq0jYKys5ukmqg,"En una marcha feminista, una abuela grito : Cuales son los derechos que tienen los hombres que no tienen las mujeres??

Ninguna feminista supo contestar... (en verdad si contestaron, solo gansadas, pero nada de lo que dijeron era un ""derecho"", solo percepciones en sus mentes retorcidas)",[0. 0. 0. ... 0. 0. 0.],marcha feminista abuela grito cual derecho hombr mujer ninguna feminista supo contestar verdad contestaron solo gansada dijeron derecho solo percepcion ment retorcida,-1.0,0.5298934578895569,0.1680280715227127,0.07693328708410263
269,609,iyCHxB7wdeQ,UCsZa2Z6Gas4_EPCwndKgFBw,"2:36 lo que tu has sentido es inseguridad de ti misma, el resto del.mundo no sabemos ni como te sientes en cada instante ni tenemos que andar midiendo palabras para no ofender esa personalidad de cristal y farsaria, pues la que suelen decir que han sufrido discriminacion desde ""chiquita"" despues se las ve sonrrientes alla por donde vaya, redes sociales, fiestones etc  ahí donde en el 90% de  tu vida no te acuerdas del patriarcado",[0. 0. 0. ... 0. 0. 0.],inseguridad misma resto mundo sabemo sient cada instant andar midiendo palabra ofend personalidad cristal farsaria pue suelen decir sufrido discriminacion chiquita despu sonrrient alla vaya rede social fieston vida acuerda patriarcado,-1.0,0.21256159245967865,0.06785286217927933,0.01571176014840603
270,610,iyCHxB7wdeQ,UCsZa2Z6Gas4_EPCwndKgFBw,2:25 menuda pregubta inovadora....,[0. 0. 0. ... 0. 0. 0.],menuda pregubta inovadora,-1.0,0.3062940239906311,0.19705556333065033,0.2130690962076187
271,614,iyCHxB7wdeQ,UC4VgH-i4qBwZlkLtDcTdiMg,"""Ni la mujer sola ni el hombre solo es solucion para NADA ""
Solo la ""asociación complementaria hombre / mujer  en consenso y respeto mutuo""   puede tener alguna esperanza. ¿Solos?  nada. Juntos si .  Nada de fobias.
Recordar que la Dama de Hierro , Tacher la Primera ministra Inglesa  usó la fuerza bruta y la guerra para desalogar las islas Malvinas de los argentinos......y era mujer . 
""No hay políticas masculinas ni femeninas . Hay solo políticas. Es pura tecnocracia q no entiende de sexos ""
""Tan malo es empoderar al macho como a la hembra. Hay que empoderar a la pareja complementaria y respetuosa "".
Harari es otro Talibán de la Agenda 2030 enfermiza y es irrelevante . Inutil . No es inclusivo. Fútil y sectario adoctrinado . Cabeza hueca. 
""Por eso la idelogía de género es otro fracaso . Porque intenta empoderar a la hembra frente al macho heterosexual intentando humillarlo  y creando una ficticia guerra de sexos.  Hay q empoderar a la pareja humana , padre y madre complementarios.  Lo demás es........ irrelevante."" 
Adios .",[0. 0. 0. ... 0. 0. 0.],mujer sola hombr solo solucion solo asociaci complementaria hombr mujer consenso respeto mutuo pued tener alguna esperanza solo junto fobia recordar dama hierro tacher primera ministra inglesa fuerza bruta guerra desalogar isla malvina argentino mujer tica masculina femenina solo tica pura tecnocracia entiend sexo malo empoderar macho hembra empoderar pareja complementaria respetuosa harari talib agenda enfermiza irrelevant inutil inclusivo sectario adoctrinado cabeza hueca idelog nero fracaso intenta empoderar hembra frent macho heterosexu intentando humillarlo creando ficticia guerra sexo empoderar pareja humana padr madr complementario irrelevant adio,-1.0,0.470415323972702,0.16234451532363892,0.029960934072732925
272,618,1ANzPbLrbPc,UC0E9wvdQkfQz08TcZOdZ_6Q,Al faltarle cabello le entró mucho aire al cerebro 😂😂😂😂😂,[0. 0. 0. ... 0. 0. 0.],faltarl cabello entr air cerebro,-1.0,0.025838350877165794,0.014738062396645546,0.01708359643816948
273,623,1ANzPbLrbPc,UCKy8o0xWdJVX_v1_bz_UmDg,Que trsite vivir así. Es como un religioso muy reprimido,[0. 0. 0. ... 0. 0. 0.],trsite vivir religioso reprimido,-1.0,0.04590420424938202,0.034144993871450424,0.008639329113066196
274,627,1ANzPbLrbPc,UCw5GMAfuYVwN4WZMrjB9F6g,Pobre persona; a simple vista se le ve super triste y vacía por dentro.,[0. 0. 0. ... 0. 0. 0.],pobr persona simpl vista super trist dentro,-1.0,0.26184049248695374,0.16559569537639618,0.15842854976654053
275,636,trmZzTe2oVs,UCEPT1MWPIWdfc_YQHQ8pEPw,Asi como lo hizo Jesús que acabo con los jewish malos,[0. 0. 0. ... 0. 0. 0.],hizo acabo jewish malo,-1.0,0.0982525497674942,0.05572916939854622,0.03872712329030037
276,638,trmZzTe2oVs,UC5NOv-3t3pjuYfkbniLKGGQ,"El Patriarcado en el Medio Social a Nivel Mundial con sus Enseñanzas Doctrinales Religiosas Militares Educativas y sus Políticas Económicas Sociales Legislativas Ejecutivas Judiciales y Medios de Comunicación.
La mala educación se demuestra siempre con actos bandálicos...es lamentable venga de donde venga. Saludos",[0. 0. 0. ... 0. 0. 0.],patriarcado medio social nivel mundial ens anza doctrinal religiosa militar educativa tica econ mica social legislativa ejecutiva judicial medio comunicaci mala educaci demuestra siempr acto band lico lament venga venga saludo,-1.0,0.07327744364738464,0.03787431865930557,0.014852684922516346
277,639,trmZzTe2oVs,UC_E_VcmJa_3_ZmMYCOqTsqA,Gracias a Dios la soociedad yanse esta dando cuenta quenno ayudan en nada,[0. 0. 0. ... 0. 0. 0.],gracia dio soociedad yans dando cuenta quenno ayudan,-1.0,0.05081626772880554,0.027513107284903526,0.005761377047747374
278,641,trmZzTe2oVs,UC-FpCp659dqeeLw6xLr4GhA,Pero ke clase de individuos van con la cara tapada i lo de la a annistiaces una escusa todo mentiramed la violencia machista i voy bb srde faltando ala madre de Sánchez sy ker simberguenzas lanpoliviscdebe de meterlos en el truyo i darle una levion para kevdevcsgen en losvduyo con la cara dedcuettanke jombre indulan alas mujeres con la capucha lo nunca visto sanción millonaria paravfreijo i vox por calentar al odiomui bien el periodista son lo más ranviosvfrsnkidtad ñoño vavernivo la as antiguo oí s cantando al dictador ke mal gusto ke feo todo de edtrobfelincuentes con la cara tapada como miedo,[0. 0. 0. ... 0. 0. 0.],clase individuo cara tapada annistiac escusa mentiram violencia machista srde faltando madr nchez simberguenza lanpoliviscdeb meterlo truyo darl levion kevdevcsgen losvduyo cara dedcuettank jombr indulan ala mujer capucha nunca visto sanci millonaria paravfreijo calentar odiomui bien periodista ranviosvfrsnkidtad vavernivo antiguo cantando dictador gusto edtrobfelincuent cara tapada miedo,-1.0,0.04983650892972946,0.05211591720581055,0.018265893682837486
279,642,trmZzTe2oVs,UC-FpCp659dqeeLw6xLr4GhA,Sobre los destrozos de los terroristas  insultan pegan i insultas amenazan ke la policía deben  de llevarlos a la cárcel i castigo para los alborotadores de vox i PP deben ser  sancionados para los ke hablan de golpe  ayuso provocadores c. Calentando las calles fuera falangidtas  frankistas inconstitucional agresivos  terroristas    livertinos faltones de responsable PP i vox  Pons Abascal freijo  vucavayudo Aguirre todos ellos deben pagar por lobkecedtan armando por no aceptar kennonlodvkieten la gente   aprender a no mentir ni manipular porke la anistia es buena parablscdemovraviabse rirnbde los alborotos por no gobernar la pataleta de odio son el axmereir de Europa en Polonia sacan chistes. Nunca visto lo ke hace vox solo por rédito político i freijo igual lo peor en política freikobi vox no ay palabras lo más ridículo siempre con denuncias como los frankistas cuanto daño hacen a la democracia el calienta calles freijo el brasero Pons cuca la estufa con Aguirre   lo peor para lacdemocracia los calienta calles desesperados con rabieta por no poder mannhonear ke leviones nos van a dar acdanchexbrl PP el más  corrupto leviones ninguna,[0. 0. 0. ... 0. 0. 0.],destrozo terrorista insultan pegan insulta amenazan polic deben llevarlo rcel castigo alborotador deben sancionado hablan golp ayuso provocador calentando call falangidta frankista inconstitucion agresivo terrorista livertino falton respons pon abasc freijo vucavayudo aguirr deben pagar lobkecedtan armando aceptar kennonlodvkieten gent aprend mentir manipular pork anistia buena parablscdemovraviabs rirnbd alboroto gobernar pataleta odio axmereir europa polonia sacan chist nunca visto hace solo dito tico freijo igual peor tica freikobi palabra culo siempr denuncia frankista cuanto hacen democracia calienta call freijo brasero pon cuca estufa aguirr peor lacdemocracia calienta call desesperado rabieta poder mannhonear levion acdanchexbrl corrupto levion ninguna,-1.0,0.0614921972155571,0.06629079580307007,0.009384550154209137
280,643,trmZzTe2oVs,UC8bAoIIa8FvWfcXftRAO2lg,"En este pais de mierda solo se castiga la agresividad masculina, y es bastante tolerante con la violencia probocada por la mujer.",[0. 0. 0. ... 0. 0. 0.],pai mierda solo castiga agresividad masculina bastant tolerant violencia probocada mujer,-1.0,0.13508321344852448,0.04786244407296181,0.023411929607391357
281,645,trmZzTe2oVs,UCQWmrejGk9IxwsTl2Wtbjpw,Y por qué se tapas sus estupidos rostros seres primates,[0. 0. 0. ... 0. 0. 0.],tapa estupido rostro sere primat,-1.0,0.04985245689749718,0.02772471122443676,0.03616103529930115
282,646,trmZzTe2oVs,UCsVbW-kNqI6PKTZFGzhZplQ,Seguro que buscan atencion porque el **agresor** no les da la suficiente 😂😂😂,[0. 0. 0. ... 0. 0. 0.],seguro buscan atencion agresor suficient,-1.0,0.11660633981227875,0.05535629019141197,0.014822670258581638
283,647,trmZzTe2oVs,UCt2uMFxd_2mnB24nfaBPLuA,"Quien tiene retraso mental?
like: Una rama 
Ignora: Una feminista",[0. 0. 0. ... 0. 0. 0.],retraso mental like rama ignora feminista,-1.0,0.12996704876422882,0.07183273136615753,0.09106133133172989
284,649,trmZzTe2oVs,UCkVwzFrjUn8UHRqcDr0iTlQ,Kemenlas a ella vivas☠️☠️no me importa su opinión 🥶,[0. 0. 0. ... 0. 0. 0.],kemenla viva importa opini,-1.0,0.17571289837360382,0.09537608176469803,0.03009495884180069
285,651,trmZzTe2oVs,UCkVwzFrjUn8UHRqcDr0iTlQ,Deberian atacar a las feministas  👺👺👺👺👺👺👺,[0. 0. 0. ... 0. 0. 0.],deberian atacar feminista,-1.0,0.42220112681388855,0.16507211327552795,0.0689098909497261
286,655,j1IQVLs03_U,UCovRUFkJf6bDEbUdUjAH3hQ,"Es joda esta mina???? JAJAJAJA por favor, que mamarracho, cualquiera viene a  hacerse el rebuscado y le creen sin razonar nada boludo…

La ciencia claramente está al servicio del capitalismo desde hace varios siglos, así que esos  estudios sociales son casi obsoletos. La objetividad no existe evidentemente. Me parece raro de esta señora que ha estudiado mucha epistemologia.

Jordan Peterson? Que horror jjajajaj vayan a estudiar amiguitos. Consíganse autores de verdad.

Hay sexismos para los dos lados eso si, hay que abogar por una convivencia aún más armoniosa, pero no me vas a decir que no hay patriarcado. Acá en España en mi ciudad anoche un tipo mató a la hija de cinco años y a la mujer, con arma blanca…pasa muuucho menos a la inversa y es innegable. 

Entonces ataquemos el problema proporcionalmente primero y después sí imaginemos ese mundo de la igualdad…Pero primero lo primero. 

Y salta con las cárceles de Estados Unidos, que tiene que ver? En eeuu hay otros problemas como pandillas, armas etc, todo se reduce al final al machismo amiga, date cuenta.

El hombre es el lobo del
Hombre

No para de universalizar el concepto cuando lo que hay que hacer es focalizarlo y debatir desde un lugar más pequeño. Salta con cualquiera, cosas más complejas que tocan otras temáticas.  Lamentable. 

Aparte habla de mujeres y hombres como si no existieran otras diversidades sexuales atacadas a diario. Se queda corto con todo. 

Falta enfoque .. y hablar con panelistas es el peor formato para explicar una idea, Roxana, al menos hacé una exposición digna. 😂",[0. 0. 0. ... 0. 0. 0.],joda mina jajajaja favor mamarracho cualquiera vien hacers rebuscado creen razonar boludo ciencia clarament servicio capitalismo hace vario siglo estudio social casi obsoleto objetividad exist evidentement parec raro estudiado mucha epistemologia jordan peterson horror jjajajaj vayan estudiar amiguito con gans autor verdad sexismo lado abogar convivencia armoniosa decir patriarcado espa ciudad anoch tipo hija cinco mujer arma blanca pasa muuucho meno inversa inneg entonc ataquemo problema proporcionalment primero despu imaginemo mundo igualdad primero primero salta rcele unido eeuu problema pandilla arma reduc final machismo amiga date cuenta hombr lobo hombr universalizar concepto hacer focalizarlo debatir lugar pequ salta cualquiera cosa compleja tocan tica lament apart habla mujer hombr existieran diversidad sexual atacada diario queda corto falta enfoqu hablar panelista peor formato explicar idea roxana meno exposici digna,-1.0,0.49293506145477295,0.18660473823547363,0.01397548895329237
287,657,j1IQVLs03_U,UCBvDZaCcT7BEq6fy86u6ZaA,"Según las feminazis las mujeres y los hombres son iguales, la mujer no existe es solo un constructo social...por tanto no hay feminicidios, ya que ambos sexos son lo mismo, alguna femiloca por ahi?",[0. 0. 0. ... 0. 0. 0.],feminazi mujer hombr igual mujer exist solo constructo social feminicidio ambo sexo mismo alguna femiloca,-1.0,0.9119690656661987,0.469875693321228,0.19452810287475586
