,video_id,author,comment,vectores_tfidf,comment_stem,sentiment,hateful,targeted,aggressive
1046,sjhxlrVJASQ,UCPlrapGBBfNeyFTdWhBdsng,"Tengo tdha y trastorno bipolar, es muy difícil y complicado vivir así, si supieran que estos altibajos emocionales son incontrolables en algunas ocasiones, es estudiar y aprender mucho sobre estos temas.",[0. 0. 0. ... 0. 0. 0.],tdha trastorno bipolar complicado vivir supieran altibajo emocional incontrol ocasion estudiar aprend tema,-1,0.015773925930261612,0.006270826328545809,0.011715005151927471
1047,sjhxlrVJASQ,UCe6t57QEAydRFYG5ayMBf_g,También tengo una enfermedad y es muy frustrante saber que supuestamente no tiene cura ya cómo está todo de avanzado demás que la cura si está pero tenemos que seguir enfermos para poder tomar medicamentos por qué la cura no genera dinero entonces tenemos que seguir sufriendo con estos padecimientos 😢,[0. 0. 0. ... 0. 0. 0.],tambi enfermedad frustrant saber supuestament cura avanzado cura seguir enfermo poder tomar medicamento cura genera dinero entonc seguir sufriendo padecimiento,-1,0.029570801183581352,0.009279175661504269,0.017973480746150017
1056,sjhxlrVJASQ,UCGGqcFwdgP7-gh05wbRuCbQ,¿¿¿¿Què ENFERMEDAD MENTAL presentan las PERSONAS QUE VIGILAN24/7 VIDAS AJENAS DE GENTE INOCENTE??? mi pregunta lo hago porque mi hogar fue vigilado hace años por gente infeliz som un gran GRUPO  y no se CANSAN de espiarnos y tratan de imitar según ellos el minimo DETALLE entonces yo considero que ESE COMPORTAMIENTO NO ES NORMAL!!!eso es de GENTE CON ALGÚN PROBLEMA MENTAL PORQUE GENTE SANA SOLOOO VIVIMOS NUESTRAS VIDAS pero esta GENTE DE LA Q HABLO DISFRUTAN ATACANDO PELEANDO Y PLANEANDOOO SHOW 🏴🎪🎭🏴,[0. 0. 0. ... 0. 0. 0.],enfermedad mental presentan persona vigilan vida ajena gent inocent pregunta hago hogar vigilado hace gent infeliz gran grupo cansan espiarno tratan imitar minimo detal entonc considero comportamiento normal gent problema mental gent sana solooo vivimo vida gent hablo disfrutan atacando peleando planeandooo show,-1,0.12133369594812393,0.004807404708117247,0.05622908100485802
1057,sjhxlrVJASQ,UCL-CFeKqlaGYq3cMpCVUGnA,Matando al pueblo nic porque no lo quieren,[0. 0. 0. ... 0. 0. 0.],matando pueblo quieren,-1,0.29795292019844055,0.012295504100620747,0.13025155663490295
1058,sjhxlrVJASQ,UCHZ-unCtrm7QRxtRWj9U7Sg,Yo.creo.que.espir.jenes.estoy.asi.y.porenfermeda.sufro.deimsomnio..ansieda.ymas.que.ago.como.mesano.notengo.plata.para.siquiartrani.sicologo.nadadeso.enel.sentro.oenelhospitsl.yanosequeaser.pormiedo.que.meataque.algo.😭,[0. 0. 0. ... 0. 0. 0.],creo espir jene porenfermeda sufro deimsomnio ansieda yma mesano notengo plata siquiartrani sicologo nadadeso enel sentro oenelhospitsl yanosequeas pormiedo meataqu,-1,0.04407951608300209,0.011875912547111511,0.02755999192595482
1060,YUG13efocoQ,UCC34In2cCVRVizj6HZXfWnw,Y toda duele o hay una que no duelen,[0. 0. 0. ... 0. 0. 0.],toda duel duelen,-1,0.5091114640235901,0.1908186972141266,0.3472718298435211
1063,YUG13efocoQ,UCBO-zXIIuD52tE3XYLDOtvQ,la fuerza q haces al levantar pesas puede ser malo si tienes alguna hemorroide?,[0. 0. 0. ... 0. 0. 0.],fuerza hace levantar pesa pued malo alguna hemorroid,-1,0.02734304778277874,0.012532651424407959,0.014994839206337929
1066,YUG13efocoQ,UCe0qq7au9eJsSVnAu-HsNDQ,Mi hijo de 39 años le da pena contarme pero me doy cuenta que sufre y el otro dia dijo no puedo dar del cuerpo  y me sale sangre no se que aser ayuda porfa,[0. 0. 0. ... 0. 0. 0.],hijo pena contarm cuenta sufr dijo puedo cuerpo sale sangr aser ayuda porfa,-1,0.024588927626609802,0.011852165684103966,0.019563397392630577
1077,YUG13efocoQ,UC4j879hft-Vk3LB_Zjf-lng,Yo estoy recién operado y me duele demasiado como ago para calmar el dolor tan fuerte,[0. 0. 0. ... 0. 0. 0.],reci operado duel demasiado calmar dolor fuert,-1,0.016271566972136497,0.011569038033485413,0.015075907111167908
1079,_4qJ6FRYWF8,UCfl0xLiUFsukd4xIQv-EIYQ,"Normal que no se cubran , nadie quiere ser explotado y para colmo cobrar poco ... no compensa",[0. 0. 0. ... 0. 0. 0.],normal cubran nadi quier explotado colmo cobrar compensa,-1,0.14670519530773163,0.006011440418660641,0.04436546936631203
1081,_4qJ6FRYWF8,UCYcLedjHU4mEntiHppYqM6A,Normal 2 decadas recortando en sanidad pos los médicos están pero ejercen o en clínicas privadas  o fuera,[0. 0. 0. ... 0. 0. 0.],normal decada recortando sanidad dico ejercen nica privada,-1,0.30389487743377686,0.015249008312821388,0.10420046001672745
1085,_4qJ6FRYWF8,UCBQHhCmeCx1DY-l6ag2GL9Q,"En españa un medico trabja hasta el doble de horas que cualquier otro trabajaor normal, hasta  300 horas mensuales....Consultas de 5minutos... en latinoamerica POR LEY son de 20 minutos... explotacion laboral HORRIBLE Y VERGONZOSA",[0. 0. 0. ... 0. 0. 0.],espa medico trabja dobl hora cualquier trabajaor normal hora mensual consulta minuto latinoamerica minuto explotacion labor horribl vergonzosa,-1,0.08477824181318283,0.012077219784259796,0.04464266076683998
1086,_4qJ6FRYWF8,UCj8L738Q2HCf9D6SKSwNj2Q,Los médicos quieren cobrar más y trabajar menos ser funcionario es maravilloso,[0. 0. 0. ... 0. 0. 0.],dico quieren cobrar trabajar meno funcionario maravilloso,-1,0.08275165408849716,0.0065229348838329315,0.040404658764600754
1091,_4qJ6FRYWF8,UCC8lRs5WNoFsfvR8fGRKwOQ,Grave la situación! Es una especialidad que no es atractiva por la carga laboral y los bajos salarios!,[0. 0. 0. ... 0. 0. 0.],grave situaci especialidad atractiva carga labor bajo salario,-1,0.08150289207696915,0.00864569004625082,0.029174815863370895
1092,_4qJ6FRYWF8,UCA420skaJ6WwAqd-zvTg_Hg,"Si sanchez no hubiera recortado en sanidad en 11.000 millones de euros no estariamos en esta situación.
Pero si hay para dar 400 euros a los nenes de 18 para que se vayan de fiesta.",[0. 0. 0. ... 0. 0. 0.],sanchez recortado sanidad millon euro estariamo situaci euro nene vayan fiesta,-1,0.0633951872587204,0.007836665026843548,0.03661810979247093
1115,7wJvkIautCk,UCGD6D6NLxLXiez3Lw-5VLBQ,Yo llevo sobre 20 años de adopción y el proceso para dejar de consumir es demasiado difícil,[0. 0. 0. ... 0. 0. 0.],llevo adopci proceso dejar consumir demasiado,-1,0.01896314136683941,0.008077843114733696,0.011545033194124699
1117,7wJvkIautCk,UC17hPatdEzszvvzf9BiO-sA,Todos los días pienso y elijo No ser adicta a nada ni a nadie.,[0. 0. 0. ... 0. 0. 0.],pienso elijo adicta nadi,-1,0.04328508302569389,0.02465226873755455,0.03883277624845505
1120,7wJvkIautCk,UC7FVyM8IODIk2tFLxRzi1vQ,Muy de acuerdo !en eso de qué se debe dejar de lado los tabúes y andar al grano o tocar el tema derecho si realmente queremos salir del problema al qué se llega por las adicciones. Total mal ya esta.un intento es mejor que una critica!.,[0. 0. 0. ... 0. 0. 0.],acuerdo debe dejar lado andar grano tocar tema derecho realment queremo salir problema llega adiccion total intento mejor critica,-1,0.0672919899225235,0.005504030268639326,0.01952838897705078
1122,7wJvkIautCk,UCn8XNiCtNj6DTH2LF0-YPMg,Sumale la adicción y la enfermedad mental. Es complicado pero no imposible,[0. 0. 0. ... 0. 0. 0.],sumal adicci enfermedad mental complicado impos,-1,0.01506834663450718,0.00833596009761095,0.012087014503777027
1124,7wJvkIautCk,UCMDJjTwV1fmxcTIQDlIoDlw,"Estamos llenos de enfermos mentales entonces, todos adictos a las redes sociales.",[0. 0. 0. ... 0. 0. 0.],lleno enfermo mental entonc adicto rede social,-1,0.01905541494488716,0.018050750717520714,0.019760778173804283
1131,7wJvkIautCk,UCRBq3iUAhwBSl1fkqudwseQ,"La adicción a la comida es un tabú ; apenas se aborda tangencialmente. Es un flagelo atroz que no se visibiliza, tal vez porque es un tema incómodo, políticamente incorrecto. El adicto a la comida está solo y atrapado, cada día sucumbe a un abismo de soledad e incomprensión que no se da en otros casos porque comer no es un ""pecado"". Nadie le dice a un alcohólico: ""vamos, bebe un traguito, es navidad, solo para brindar"". Nadie le dice a un cocainómano: ""vamos, Pepe, échate unas líneas, total un poquito no te hará daño""....En cambio, la comida está considerada como un símbolo familiar, de unidad, de tradición. Alguien que necesita rehabilitarse de la adicción a la comida nunca recibirá la comprensión y el acompañamiento de sus parientes, más bien todo lo contrario. Pero es un flagelo que crece y arruina más vidas que el fentanilo o el alcohol. Urge ponerle atención y divulgación.",[0. 0. 0. ... 0. 0. 0.],adicci comida apena aborda tangencialment flagelo atroz visibiliza tema modo ticament incorrecto adicto comida solo atrapado cada sucumb abismo soledad incomprensi caso comer pecado nadi dice alcoh lico vamo bebe traguito navidad solo brindar nadi dice cocain mano vamo pepe chate una nea total poquito cambio comida considerada mbolo familiar unidad tradici alguien necesita rehabilitars adicci comida nunca recibir comprensi acompa amiento parient bien contrario flagelo crece arruina vida fentanilo alcohol urg ponerl atenc divulgaci,-1,0.1530691534280777,0.008480727672576904,0.06457864493131638
1132,7wJvkIautCk,UCEdJBcz1WS5kjhqYPVFNIOQ,"Que la adicción es una enfermedad, es un absurdo total. Es adicto puede ser considerado un enfermo, pero su adicción no es una enfermedad, sino el efecto u la expresión de un factor predisponente subyasente, el cual, puede tener variados orígenes.",[0. 0. 0. ... 0. 0. 0.],adicci enfermedad absurdo total adicto pued considerado enfermo adicci enfermedad sino efecto expresi factor predisponent subyasent pued tener variado gene,-1,0.03584925830364227,0.009660421870648861,0.021239688619971275
1133,7wJvkIautCk,UCPlZBhXmo2PXq8_tjGjZckw,"Mi padre, así como toda su familia y la familia de mi madre (ella no) son alcohólicos y han muerto por el consumo de alcohol, yo actualmente tengo 26 años y nunca he probado una bebida alcohólica ni espero hacerlo nunca. Es demasiado complicado salir de esa situación.",[0. 0. 0. ... 0. 0. 0.],padr toda familia familia madr alcoh lico muerto consumo alcohol actualment nunca probado bebida alcoh lica espero hacerlo nunca demasiado complicado salir situaci,-1,0.019266510382294655,0.006242371629923582,0.012267958372831345
1134,93LStrEcmcE,UCh_Ut2RAd1WmgrmVSMrnpdw,Nunca le puso límites a leticia,[0. 0. 0. ... 0. 0. 0.],nunca puso mite leticia,-1,0.06782649457454681,0.03807034343481064,0.030307382345199585
1135,93LStrEcmcE,UCjpvV8Q6-W942VRdghR_UDw,FUE UNA VERGUENZA..YA NO LA TRAGO!,[0. 0. 0. ... 0. 0. 0.],verguenza trago,-1,0.05402367562055588,0.018114790320396423,0.030184198170900345
1138,93LStrEcmcE,UCKgPvqEgSm9qyscJSfpbyPw,"Que hay detrás, una mujer llena de odio, Letisia, que no puede vivir sin hacer desprecios a la Madre del Rey...",[0. 0. 0. ... 0. 0. 0.],detr mujer llena odio letisia pued vivir hacer desprecio madr,-1,0.9012186527252197,0.44011741876602173,0.6278769373893738
1139,93LStrEcmcE,UCzTFqakXRdhOMFGKdd5JmZg,"El desplante que le hizo a la Reina fue lamentable.
Una cínica. Sofía siempre será la Reina.  Letizia Falsa!",[0. 0. 0. ... 0. 0. 0.],desplant hizo reina lament nica siempr reina letizia falsa,-1,0.27085912227630615,0.2884989380836487,0.1850973218679428
1141,93LStrEcmcE,UCobVRM3d6mVnqaOuX4YILlg,Q mal quedo letizia ante la sociedad 😢 con esta actitud ante su suegra.,[0. 0. 0. ... 0. 0. 0.],quedo letizia sociedad actitud suegra,-1,0.053315501660108566,0.06423641741275787,0.02217976562678814
1142,93LStrEcmcE,UCTYXKv5Wdw1plQRCyhCYxxA,Pues yo veo que es la Sofía quien da un toque con la mano a Letizia cosa que hace enfadar a Leonor. Bravo por Leonor,[0. 0. 0. ... 0. 0. 0.],pue toqu mano letizia cosa hace enfadar leonor bravo leonor,-1,0.0184641070663929,0.014747627079486847,0.014815590344369411
1143,93LStrEcmcE,UC3bElt3DCFTpcBhMv0HP5NA,ahí ya quería quitar protagonismo al rey Juan Carlos y a la Reyna Sofía,[0. 0. 0. ... 0. 0. 0.],quer quitar protagonismo juan carlo reyna,-1,0.016274604946374893,0.015151911415159702,0.012883526273071766
1144,93LStrEcmcE,UCQfdjHzWIvl7nKWPK5WwvZA,Que pena todo por los improperios de Letizia,[0. 0. 0. ... 0. 0. 0.],pena improperio letizia,-1,0.037850216031074524,0.030027158558368683,0.017687004059553146
1146,93LStrEcmcE,UCAwkJCdejFVxJYk1vXo6DuQ,"Ya han pasado tantos anios, y aun esta escena es la peor verguenza de la Monarquia Espaniola. Dejo a Espania y al mundo mudo.",[0. 0. 0. ... 0. 0. 0.],pasado tanto anio escena peor verguenza monarquia espaniola dejo espania mundo mudo,-1,0.14538457989692688,0.010795657522976398,0.0637172982096672
1147,93LStrEcmcE,UC4DOR3bHJjqmSG23LHvd2kQ,"Es mala!! Como dijo San Andrés ,la que tiene cara de mala ,es que lo és!!",[0. 0. 0. ... 0. 0. 0.],mala dijo andr cara mala,-1,0.1651148796081543,0.14037267863750458,0.09372789412736893
1150,93LStrEcmcE,UCbJ0cFnrJcr0uT0lGaH16rA,"LO QUE HAY DETRAS Y LO QUE HUBO DELANTE. ,  en un lugar sagrado, de respeto y reverencia, es un espectaculo bochornoso que no lo haría ni un ateo.  No es más",[0. 0. 0. ... 0. 0. 0.],detra delant lugar sagrado respeto reverencia espectaculo bochornoso ateo,-1,0.03770684823393822,0.007811311632394791,0.022622039541602135
1151,93LStrEcmcE,UCRcD8AXAug5K_BolH_PmjqQ,Felipe tiene la culpa yo la pingo en su sitio. la plebella q se cree q es.,[0. 0. 0. ... 0. 0. 0.],felip culpa pingo sitio plebella cree,-1,0.014987065456807613,0.026563864201307297,0.02020343951880932
1152,93LStrEcmcE,UCmMIFLX4LIOi_XFofJk2Ncw,Nunca me gusto leticia 😮,[0. 0. 0. ... 0. 0. 0.],nunca gusto leticia,-1,0.03493857756257057,0.030141746625304222,0.020005039870738983
1158,qZOzsXM0G2A,UCuMj7H5PMzcUy4z1l21nPnA,"Se centran tanto en la obesidad y no en las enfermedades reales como la diabetes y la hipertencion que, si bien es util la informacion, estigmatizan muchisimo a gente que es gorda (lease bien, que ES gorda y no que ESTÁ gorda). Saludos!",[0. 0. 0. ... 0. 0. 0.],centran obesidad enfermedad real diabet hipertencion bien util informacion estigmatizan muchisimo gent gorda leas bien gorda gorda saludo,-1,0.7566792964935303,0.20468750596046448,0.3929310441017151
1164,qZOzsXM0G2A,UCinp-H0udF7SbOd2OWk1S3A,"Para los que ven este estilo de comer la restricción de alimentos depende de cada persona. Hay personas mas delgadas que sólo quieren salud, esta dieta es para bajar de peso sin descuidar la salud del cuerpo. Puede llevar a bajar defensas y peligro de irte a una mejor   vida si no se hace responsablemente. Ya hay casos y no porque la dieta sea mala sino porque esta mal aplicada. Esto varia de persona a persona.",[0. 0. 0. ... 0. 0. 0.],estilo comer restricci alimento depend cada persona persona delgada quieren salud dieta bajar peso descuidar salud cuerpo pued llevar bajar defensa peligro irt mejor vida hace responsablement caso dieta mala sino aplicada varia persona persona,-1,0.07535093277692795,0.008970312774181366,0.03126376122236252
1176,qZOzsXM0G2A,UCArSjmUskDFfuUhvyV8EiRw,"01:50 en la actualidad y en cualquier parte del mundo y a cualquier hora se tiene acceso a comidas ricas?, JAJAJAJAJAJA vergonzoso",[0. 0. 0. ... 0. 0. 0.],actualidad cualquier part mundo cualquier hora acceso comida rica jajajajajaja vergonzoso,-1,0.1267467737197876,0.010475647635757923,0.04025142267346382
1179,3kNYic_3oBo,UCDEXry7Hhre3wK9BuJYhLZQ,MEJOR.. RENUNCIAR A SER DOCTOR ES UN HONOR,[0. 0. 0. ... 0. 0. 0.],mejor renunciar doctor honor,-1,0.024531707167625427,0.015916351228952408,0.017896372824907303
1180,3kNYic_3oBo,UCy0B4HvHxgw-HQZ9mmiv7vw,"La que si no engañan es a mi..soy Lic en enfermería  y trabaje 32 años y tres de los últimos años fueron en el hospital provincial de Bayamo...solo diré esto .. justicia no hay ...solo montan un circo para q piensen q hubo ley,pero todo es una mentira..ya cuando el circo lo Armán es porq  ya todo está dicho a favor del director q es quien decide..",[0. 0. 0. ... 0. 0. 0.],enga enferm trabaj tre ltimo hospit provinci bayamo solo justicia solo montan circo piensen mentira circo porq dicho favor director decid,-1,0.036518339067697525,0.006098579615354538,0.021911291405558586
1182,3kNYic_3oBo,UChuU4bAEVWIAGm3a4AQTy5Q,"Tu cree Penton,en Cuba el desgobierno sabe que hay mucho miedo",[0. 0. 0. ... 0. 0. 0.],cree penton cuba desgobierno sabe miedo,-1,0.05384276062250137,0.008679242804646492,0.023439381271600723
1183,3kNYic_3oBo,UChuU4bAEVWIAGm3a4AQTy5Q,"Los primero que tienen que salir a protestar son la familia del fallecido que saben positivamente que los médicos no tienen recursos en Cuba,son unos canayas,dan asco",[0. 0. 0. ... 0. 0. 0.],primero salir protestar familia fallecido saben positivament dico recurso cuba canaya asco,-1,0.5774567723274231,0.012002425268292427,0.2620047628879547
1184,3kNYic_3oBo,UChuU4bAEVWIAGm3a4AQTy5Q,"Eso le pasa al pueblo cubano por cobarde y dar bendiciones, la libertad vale la pena matar y hasta morir por tenerla,los Castros tienen a ese pueblo como sus esclavos eternos",[0. 0. 0. ... 0. 0. 0.],pasa pueblo cubano cobard bendicion libertad vale pena matar morir tenerla castro pueblo esclavo eterno,-1,0.7850396037101746,0.058490049093961716,0.6295717358589172
1185,3kNYic_3oBo,UCcoW--k9ZthUFI8X4FzGz5g,APOYO A ESOS MÉDICOS Y CONDENA TOTAL A ESE NARCO-REGIMEN-GENOCIDA. FUERA YA DE CUBA !!!.,[0. 0. 0. ... 0. 0. 0.],apoyo dico condena total narco regimen genocida cuba,-1,0.11534550786018372,0.015416921116411686,0.08811546117067337
1186,3kNYic_3oBo,UCMcoS1n3dLlxJZrPt7QuTjQ,Mario saludos todo eso que usted  se refieres es sierto Cuba está deprimentes los Hospitales dan asco y los médicos no tienen ningún recursos para trabajar,[0. 0. 0. ... 0. 0. 0.],mario saludo ust refier sierto cuba depriment hospital asco dico ning recurso trabajar,-1,0.047843825072050095,0.006614196114242077,0.028810065239667892
1187,3kNYic_3oBo,UCa898Q4mg2q9UpMD7rbHESg,"Muchos médicos en Cuba hacen mala práctica y dejan morir pacientes pero como son cubanos de a pie nada pasa, yo vi en un hospital en la Habana como los médicos sacaban los antibióticos fuera del hospital y dejando a los pacientes sin medicamentos así que los médicos no son la blanca paloma",[0. 0. 0. ... 0. 0. 0.],dico cuba hacen mala ctica dejan morir pacient cubano pasa hospit habana dico sacaban antibi tico hospit dejando pacient medicamento dico blanca paloma,-1,0.3600177466869354,0.015031682327389717,0.12897849082946777
1188,3kNYic_3oBo,UC0o0LIzDfsKrI5rhiLaLhGw,Mi hermana fue a Venezuela hace 3 meses vino y todavía no le han pago su dinero Por el servicio de 3 años saque usted sus propias conclusiones,[0. 0. 0. ... 0. 0. 0.],hermana venezuela hace mese vino todav pago dinero servicio saqu ust propia conclusion,-1,0.20714372396469116,0.009075984358787537,0.05208532512187958
1189,3kNYic_3oBo,UComJ6FlBphaN1kbl-qhdC9g,"La justicia en Cuba está prostituida, es leal al gobierno ladrón y terrorista y sus jueces son títeres obedientes que violan el concepto de justicia desvergonzadamente. Abajo la dictadura",[0. 0. 0. ... 0. 0. 0.],justicia cuba prostituida leal gobierno ladr terrorista juec tere obedient violan concepto justicia desvergonzadament abajo dictadura,-1,0.06177062541246414,0.012760353274643421,0.08073528856039047
1191,3kNYic_3oBo,UCWiEdrqfb-SMzSeAsCYR73Q,Horrible escuchar eso. Los que nos salvan enjuiciados,[0. 0. 0. ... 0. 0. 0.],horribl escuchar salvan enjuiciado,-1,0.015880892053246498,0.009677223861217499,0.012822427786886692
1192,3kNYic_3oBo,UCERiO8OQusnfeDk_oARiwQQ,"Es lamentable la muerte de cualquier Cubano, pero los muertos en cirugía es diario en esa esfera de trabajo, en el caso de Cuba es lamentablemente mas común por la gravísima debacle economica en la que el gobierno a metido a nustra Isla. Si van a juzgar a cada Tim medico por esta causa, habrá mas juicio por esto que por delincuencia. Los médicos cubanos deben ponerse a pensar que van hacer con este caso, esto puede ser una causa más para luchar por nuestra liberación.
No podemos olvidar el caso de los medicos y enfermeros de holguim de muchos fueron juzgados y perseguidos solo por reclamar sus derechos",[0. 0. 0. ... 0. 0. 0.],lament muert cualquier cubano muerto cirug diario esfera trabajo caso cuba lamentablement grav sima debacl economica gobierno metido nustra isla juzgar cada medico causa habr juicio delincuencia dico cubano deben poners pensar hacer caso pued causa luchar liberaci podemo olvidar caso medico enfermero holguim juzgado perseguido solo reclamar derecho,-1,0.26466870307922363,0.008540712296962738,0.09025951474905014
1195,3kNYic_3oBo,UCZQprWb_dJMHnMTiG3GujNA,"Solidaridad para los médicos  cubanos, que realizan verdaderos milagros. Soy médico oftalmóloga cubana, me fui de Cuba hace 1 año.  Da tristeza ver en lo que han convertido a nuestro país y lo que han hecho con nuestros profesionales.",[0. 0. 0. ... 0. 0. 0.],solidaridad dico cubano realizan verdadero milagro dico oftalm loga cubana cuba hace tristeza convertido hecho profesional,-1,0.022786565124988556,0.0078031569719314575,0.014144519343972206
1198,-BsjIkJ0JlI,UClO_zFdaWKdNdIHPbQ16BJw,"Llevo 2 semanas con la rodilla hecha un asco. Tengo 3 diagnósiticos diferentes de tres médicos de cabecera diferentes, ninguno de ellos se ha dignado darme un volante para una ecografía y así sepa qué tengo realmente y qué tratamiento se debe de hacer y poder ir a un fisioterapeuta acreditado que me haga una buena rehabilitación (la cual tendré que pagar con mi dinero). Uno dice que bursitis, otro que esguince de rodilla, otro que tendinopatía (de qué tendón? ¡Sabrá Dios). Así que cuando les he dicho que por favor me hagan alguna prueba para descifrar, me echan la bronca padre, me hacen sentirme culpable y finalmente me dicen que no. Así que aquí estoy, con unos ejercicios sacados de un ordenador por un médico de cabecera tratando, no se sabe qué. Genial ¿no?. Gracias por reventar el sistema de sanidad que entre todos hemos pagado. Después de toda una vida de salud y no hacerles ningun gasto, ahora no me pueden pagan ni una ecografía para hacerme un diagnóstico diferencial y la doctores de cabecera juegan a ser Dios con mi rodilla. ¿Cuál es el problema de la sanidad?. Que se la han cargado uds. con su mala y torticera gestión.  Pero al final, todo se acaba pagando .... Aquí o en la otra vida ...",[0. 0. 0. ... 0. 0. 0.],llevo semana rodilla hecha asco diagn sitico diferent tre dico cabecera diferent ninguno dignado darm volant ecograf sepa realment tratamiento debe hacer poder fisioterapeuta acreditado haga buena rehabilitaci tendr pagar dinero dice bursiti esguinc rodilla tendinopat tend sabr dio dicho favor hagan alguna prueba descifrar echan bronca padr hacen sentirm culpabl finalment dicen ejercicio sacado ordenador dico cabecera tratando sabe genial gracia reventar sistema sanidad pagado despu toda vida salud hacerl ningun gasto ahora pueden pagan ecograf hacerm diagn stico diferenci doctor cabecera juegan dio rodilla problema sanidad cargado mala torticera gesti final acaba pagando vida,-1,0.12120339274406433,0.015697864815592766,0.07206078618764877
1202,v4KplEgXI9c,UCCAsGe_8wAnX-vT0S2KZ7Mg,"Interesante 
Algunos no maduran nunca.",[0. 0. 0. ... 0. 0. 0.],interesant maduran nunca,-1,0.051116470247507095,0.008745388127863407,0.02983795665204525
1227,cQmgGqTJo-8,UC4ywF8Wr8YI9cGR8v32dZOQ,La leche de vaca industrialuzada es muy mala y trae consecuencias para la salud graves. Otra cosa seria la orgánica pero no hay garantia 100% de q enveedad aea organica. Alguien sea preguntado el porq la crua de la vaca crece tanto y tan rapido?? Pues lo dire ¡HORMONAS! Y asi como hace crecer al becerro tambien tienen efectos secundarios en los humanos q la beben. Hay sospechas mut bien fundadas de que esas hormonas son las causantes en el organismo humano de varios tipos de cancer como el de prostata y de mama respectivamente. Con la leche pasa lo mismo q con el agua embotellada que esta carente de minerales; la leche te causa problemas metabilicos y de cancer en no pocas personas y el agua embotellada fibromialgia en otras tantas.,[0. 0. 0. ... 0. 0. 0.],lech vaca industrialuzada mala trae consecuencia salud grave cosa seria nica garantia enveedad organica alguien preguntado porq crua vaca crece rapido pue dire hormona hace crecer becerro tambien efecto secundario humano beben sospecha bien fundada hormona causant organismo humano vario tipo cancer prostata mama respectivament lech pasa mismo agua embotellada carent mineral lech causa problema metabilico cancer poca persona agua embotellada fibromialgia tanta,-1,0.22559083998203278,0.023990441113710403,0.08221201598644257
1228,cQmgGqTJo-8,UCMO0sdmD05E7KWkUk01qxKw,Pura mentira eso era antes ahora con tantas mierda que les inyectan a las vacas esto es propaganda,[0. 0. 0. ... 0. 0. 0.],pura mentira ahora tanta mierda inyectan vaca propaganda,-1,0.04990075156092644,0.009548114612698555,0.024786891415715218
1230,cQmgGqTJo-8,UCru7ZtpnF4IE9nIFoAW5Yuw,El doctor Oswaldo Restrepo Dice todo lo contrario y para mi ese señor es muy profesional está usted diciendo todo lo contrario le aconsejó doctor Vélez mire el vídeo de esa eminencia,[0. 0. 0. ... 0. 0. 0.],doctor oswaldo restrepo dice contrario profesion ust diciendo contrario aconsej doctor mire eminencia,-1,0.03081176057457924,0.009754110127687454,0.014513458125293255
1231,cQmgGqTJo-8,UC2teEwyopYlKAGkhjAg9tNg,La leche es bueno para gastritis,[0. 0. 0. ... 0. 0. 0.],lech bueno gastriti,-1,0.04742777720093727,0.03813225030899048,0.036713048815727234
1238,cQmgGqTJo-8,UC6Vm_y4_mp15n9WzwCHKUDw,yono entiendo se contradice en un video disen que la leche de baca que no es para el ser umano se me ase que le están pagando que lastima se contradice que decsecsion,[0. 0. 0. ... 0. 0. 0.],yono entiendo contradic video disen lech baca umano pagando lastima contradic decsecs,-1,0.039365895092487335,0.014295553788542747,0.025062374770641327
1243,cQmgGqTJo-8,UCEXttdTa-jBo-33du2NfAmQ,"tE VOLVIERON E ENGAÑAR POR LO DEL DAÑO AMBIENTAL EN LA CRÍA DE VACAS, EL METANO NO HACE DAÑO AL AMBIENTE, EL  METANO SEGENERA EN TODOS LOS MATERIALES ORGÁNICOS EN DESCOMPOSICIÓN,  EL METANO QUE SE GENERA POR EL PASTO QUE SE DESCOMPONE POR LA LLUVIA ES EL MISMO QUE PRODUCE UNA VACA, PERO C ON LA DIFERENCIA DE MUCHOS KILOS DE CARNE. OTRO ENGAÑO DE LAS  TRNASNACIONALES Y DE LA INDUYSTRIA QUE GENERA HUMO EN SUS CHIMENEAS DESV IANDO LA ATENCI´ÑON, IGUAL CUANDO DIJERON QUE LA MANTECA DE CERDO ERA MALA.",[0. 0. 0. ... 0. 0. 0.],volvieron enga ambient vaca metano hace ambient metano segenera material nico descomposici metano genera pasto descompon lluvia mismo produc vaca diferencia kilo carn enga trnasnacional induystria genera humo chimenea desv iando atenc igual dijeron manteca cerdo mala,-1,0.2963939309120178,0.027789456769824028,0.11844851076602936
1253,Rxk4qK2_RrI,UCUAUhwE6yeY3jZN8ngzLjHg,QUe BCAA'S recomiendan que no sean super caros pero tampoco tan economicos y que de  verdad sirvan?,[0. 0. 0. ... 0. 0. 0.],bcaa recomiendan super caro tampoco economico verdad sirvan,-1,0.18376484513282776,0.01011715643107891,0.07380729913711548
1255,Rxk4qK2_RrI,UCPTXVa8rB6EJK2BcELDhSlQ,Mucho mame con tanto tecnicismo,[0. 0. 0. ... 0. 0. 0.],mame tecnicismo,-1,0.04982537776231766,0.01965734176337719,0.022178519517183304
