,Unnamed: 0,video_id,author,comment,comment_stem,vectores_tfidf,sentiment
2353,2353,ALHhllf6_cY,UCUBOrWstpXCZ84OIcgWk-vQ,muy buena explicación me ayudo mucho,buena explicaci ayudo,[0. 0. 0. ... 0. 0. 0.],1.0
2354,2354,ALHhllf6_cY,UC4KiebVpCA1NRkJP9jpnjhQ,Gracias por tan interesantes vídeos.,gracia interesant deo,[0. 0. 0. ... 0. 0. 0.],1.0
2355,2355,5xjvHfLNTFU,UCg7p9EuEXP03dyvMt9BR1FA,Referendo xa! Non sei como consentimos que nos sigan tratando coma menores de idade que non poden decidir por eles mesmos.,referendo consentimo sigan tratando coma menor idad poden decidir ele mesmo,[0. 0. 0. ... 0. 0. 0.],0.0
2356,2356,5xjvHfLNTFU,UCk7ckMTrXVZZGTP8i8OtAgg,froilán stan account here,froil stan account here,[0. 0. 0. ... 0. 0. 0.],0.0
2357,2357,5xjvHfLNTFU,UCEDow0Sl2Xa9XIM6EAEzPAg,O silencio dramático da señora ante a pregunta de Daniel non ten prezo,silencio dram tico pregunta daniel prezo,[0. 0. 0. ... 0. 0. 0.],0.0
2358,2358,5xjvHfLNTFU,UCmA-OIXK-CyohDL7kahU2qw,Yasss #TeamSraMonarquica,yasss teamsramonarquica,[0. 0. 0. ... 0. 0. 0.],1.0
2359,2359,5xjvHfLNTFU,UCS52Bg1c3XiUEucN3sOZsAA,"la gente con la mascarilla mal puesta:((((, gran traballo chicos!!!!",gent mascarilla puesta gran traballo chico,[0. 0. 0. ... 0. 0. 0.],1.0
2360,2360,5xjvHfLNTFU,UCmAxCRnZX7VDyQIzPYNNO_Q,E a ti que che parece?,parec,[0. 0. 0. ... 0. 0. 0.],0.0
2361,2361,cnnj5PcrJRU,UCj7cPuTKNL_unmCvbEzTeMg,Porque España permite a estos corruptos todavía si debe ya haber una REPUBLICA ///tantos españoles sin viviendo y con sueldos miserables y el gobierno dando millonadas a estos holgazanes,espa permit corrupto todav debe haber republica tanto espa ole viviendo sueldo miser gobierno dando millonada holgazan,[0. 0. 0. ... 0. 0. 0.],-1.0
2362,2362,cnnj5PcrJRU,UCg5mW9wBo6LZQGC4L0SMUVg,"Lo q quiero saber es por q existe aún un rey en España y como se sostiene económicamente.. 
No necesito un estúpido acto protocolario",quiero saber exist espa sostien econ micament necesito pido acto protocolario,[0. 0. 0. ... 0. 0. 0.],0.0
2363,2363,cnnj5PcrJRU,UCwnzYm0WH_MPk4-J3QwV5aQ,Y la repuesta?,repuesta,[0. 0. 0. ... 0. 0. 0.],0.0
2364,2364,WZX7Y9mdOV8,UCG5MqQevIqdHahMQKNYe0qg,"Visto con la perspectiva de hoy (2023) no parece que el señor Zunzunegui estuviera muy inspirado. Aquí estamos en Cataluña 9 años después, los partidos independentistas han obtenido el 27% de los votos en las últimas elecciones generales.",visto perspectiva parec zunzunegui inspirado catalu despu partido independentista obtenido voto ltima eleccion general,[0. 0. 0. ... 0. 0. 0.],0.0
2365,2365,WZX7Y9mdOV8,UC_e-HIueBLfB_rmRhRLwnMg,A franco se le respeta.  Caudillo de España,franco respeta caudillo espa,[0. 0. 0. ... 0. 0. 0.],0.0
2366,2366,WZX7Y9mdOV8,UCnFYxF98ioNaU0gGav9R_Dg,Hubo casa Bonaparte también y Saboya,casa bonapart tambi saboya,[0. 0. 0. ... 0. 0. 0.],0.0
2367,2367,WZX7Y9mdOV8,UCGqirMrD3HcwiKraE5_V0uw,"sigo diciendo lo mismo, último borbon de rey fue carlos lv, los demas no son borbones",sigo diciendo mismo ltimo borbon carlo dema borbon,[0. 0. 0. ... 0. 0. 0.],-1.0
2368,2368,WZX7Y9mdOV8,UCQ5PVz1cSDuj6BYoR7DtWAg,Vaya porquería de video!    Comentan la historia como si fuera futbol.    Vaya pelados,vaya porquer video comentan historia futbol vaya pelado,[0. 0. 0. ... 0. 0. 0.],-1.0
2369,2369,WZX7Y9mdOV8,UCV5BjSPQ48zVqU3snS_U-vg,"Los últimos borbones antes de las secesiónes, no eran independencias,  destrozaron el lindo imperio y por eso también las revueltas americanas",ltimo borbon secesi independencia destrozaron lindo imperio tambi revuelta americana,[0. 0. 0. ... 0. 0. 0.],-1.0
2370,2370,WZX7Y9mdOV8,UCdgCr9c6N7X0OlNlt4xWSDw,"Porque se le nombró vierreinato de Nueva España al territorio del actual México, sí aún no existía un reino de España para 1521? O en qué año, se le dió ese nombre?",nombr vierreinato nueva espa territorio actual xico exist reino espa nombr,[0. 0. 0. ... 0. 0. 0.],0.0
2371,2371,WZX7Y9mdOV8,UC_lVF-XzmxDkZ9UEPm90BBA,No hubo 17 reinos!!! Te equivocaste!,reino equivocast,[0. 0. 0. ... 0. 0. 0.],-1.0
2372,2372,WZX7Y9mdOV8,UCZoezJm1JOIUi8d8c0nR07A,"Observo grandes errores: 
La primera dinastía de la España unificada era la de trastamara, la de isabel la catolica y fernando, ambos trastamaras, que venía de gobernar Castilla desde 1365 y aragón desde 1412. Antes, tuvimos la dinastía de borgoña,  y antes hubo otras dinastías.  También,  brevemente,  gobernó amadeo i de Saboya en el siglo XIX
Hay muchos más errores: los reyes austrias no eran omnipotentes. Existían los consejos de Castilla,  de aragón,  etc. Muchas veces felipe II,  por ejemplo,  tuvo que plegarse a las pegas que le oponían.  
En el tratado de Utrecht, en 1713, España tuvo que renunciar a la mayoría de sus territorios europeos,  que eran muchos. Por ejemplo,  a los Países Bajos, a la mitad de italia, a Sicilia y otros",observo grand error primera dinast espa unificada trastamara isabel catolica fernando ambo trastamara gobernar castilla arag dinast borgo dinast tambi brevement gobern amadeo saboya siglo error rey austria omnipotent exist consejo castilla arag mucha vece felip ejemplo plegars pega opon tratado utrecht espa renunciar mayor territorio europeo ejemplo bajo mitad italia sicilia,[0. 0. 0. ... 0. 0. 0.],0.0
2373,2373,WZX7Y9mdOV8,UC3aKKkW6oYRG2_ZH92DswKw,"Señor Zunzunegui, hay muchos errores en su relato.",zunzunegui error relato,[0. 0. 0. ... 0. 0. 0.],-1.0
2374,2374,WZX7Y9mdOV8,UC-zPJRes-FpoLMBjL3WNWhQ,"Aquí el pueblo español votó Monarquía en el Referéndum de la Constitución actual en 1978.No hubo ningún referéndum anterior, en 1931 hubo unas elecciones municipales.",pueblo espa monarqu refer ndum constituci actual ning refer ndum anterior una eleccion municipal,[0. 0. 0. ... 0. 0. 0.],0.0
2375,2375,WZX7Y9mdOV8,UC-zPJRes-FpoLMBjL3WNWhQ,"El matrimonio de Isabel y Fernando en 1469, no marca nada,  hasta que ambos no llegaron a reinar en sus  reinos. Así los  Reyes Católicos fue la denominación que recibieron los esposos Isabel I de Castilla y Fernando II de Aragón, soberanos de la Corona de Castilla (1474) y de la Corona de Aragón (1479). Es decir esa unión dinástica empezaría en 1479, siendo ambos reyes. 

Pero fueron los primeros monarcas de Castilla y Aragón en ser llamados «Reyes de España». 

Es conocido el hecho, según el padre Juan de Mariana (1536-1624) cuando Isabel  dirigió a su esposo las siguientes palabras: 
“Sería yo muy necia si a vos yo no estimase más que a todos los 
Reinos. Donde fuere yo Reina, vos seréis Rey; quiero decir, 
Gobernador de todo sin límite ni excepción alguna. Ésta es nuestra 
determinación, y será para siempre”. 
En Aragón, sin embargo, donde Fernando fue proclamado Rey tras la 
muerte de Juan II en enero de 1479, ambos ostentarían el título de reyes, 
pero únicamente a Fernando correspondería el gobierno efectivo. A pesar de 
ello, el 14 de abril de 1481 el rey Fernando dictará en Calatayud una 
provisión nombrando a su esposa “corregente, gobernadora, administradora 
general y otro yo de todos los Reinos de la Corona de Aragón”.
En  verdad es que Isabel prácticamente nunca llegó a intervenir activamente en los asuntos 
aragoneses, pero de todos modos la mencionada provisión garantizaba la 
igualdad jurídica entre ambos cónyuges.


Ambos reinos, conservaron en su mayor parte sus instituciones políticas y se mantuvieron las cortes, las leyes, las administraciones públicas y la moneda, aunque unificaron la política exterior, la hacienda real y el ejército. Reservaron para la Corona los temas políticos, y actuaron conjuntamente en política interior. Una organización política que hoy tendría más cercanía con un estado confederal. 
Es por eso que los Reyes Católicos fueron los creadores de la España que ya definió San Isidoro de Sevilla.",matrimonio isabel fernando marca ambo llegaron reinar reino rey lico denominaci recibieron esposo isabel castilla fernando arag soberano corona castilla corona arag decir stica empezar siendo ambo rey primero monarca castilla arag llamado rey espa conocido hecho padr juan mariana isabel dirigi esposo siguient palabra necia estimas reino fuer reina quiero decir gobernador mite excepci alguna determinaci siempr arag embargo fernando proclamado tra muert juan enero ambo ostentar tulo rey nicament fernando correspond gobierno efectivo pesar ello abril fernando dictar calatayud provisi nombrando esposa corregent gobernadora administradora gener reino corona arag verdad isabel cticament nunca lleg intervenir activament asunto aragones modo mencionada provisi garantizaba igualdad dica ambo nyug ambo reino conservaron mayor part institucion tica mantuvieron cort ley administracion blica moneda aunqu unificaron tica exterior hacienda real rcito reservaron corona tema tico actuaron conjuntament tica interior organizaci tica tendr cercan confeder rey lico creador espa defini isidoro sevilla,[0. 0. 0. ... 0. 0. 0.],0.0
2376,2376,WZX7Y9mdOV8,UCGMIbORVihFh_y6WwAbIgjg,"Me gustan sus análisis, pero me resulta chirriante que siempre omita el golpe de estado de los socialistas españoles contra la Republica en 1934

Y eso de que muchos en España quiere la Republica lo lamento pero se equivoca usted. Muy poca gente quiere eso, la II Republica fue un desastre cainita",gustan lisi resulta chirriant siempr omita golp socialista espa ole republica espa quier republica lamento equivoca ust poca gent quier republica desastr cainita,[0. 0. 0. ... 0. 0. 0.],-1.0
2377,2377,WZX7Y9mdOV8,UCiLjcKGkt6gRJ3--GzLPFLg,Eso es mentira en el último momento cambio de idea.....el primero era carlos no el puto borbó,mentira ltimo momento cambio idea primero carlo puto borb,[0. 0. 0. ... 0. 0. 0.],-1.0
2378,2378,WZX7Y9mdOV8,UC06Bm2EPfS9Tuxef4AmgNTw,"Con permiso. Había muchísima diferencia entre la Monarquía Hispánica (incluso los Borbones españoles, quizá excluído Felipe V de Anjou, el primer rey Borbón en España, netamente francés) y los Austrias (casa de Habsburgo) españoles. Aunque los Borbones representaban la Monarquía Absolutista más pura (allende los Pirineos en Europa en general dominaba esta tendencia de gobierno), no tuvieron más remedio que adaptarse más o menos a regañadientes) a la Tradición Hispánica (que ya estaba muy enraizada tanto en la península como en las no ""colonias"" sino provincias españolas o hispánicas --virreinatos--de la América Española, muy distinto a la ""colonia"", comenzada por los países ultrapirenaicos), comenzada ya por la Casa de Trastamara (Isabel I de Castilla y Fernando de Aragón pertenecían a esta misma casa) y que siguieron los Austrias españoles con Carlos I de España y V de Alemania. Estos detalles son importantes de conocer. Muchas gracias por las intervenciones de Zunzunegui, que se nota que no está dominado por la propaganda negrolegendaria anti-española (que es también anti-hispana). Saludos de Málaga, España.",permiso much sima diferencia monarqu hisp nica incluso borbon espa ole quiz exclu felip anjou primer borb espa netament franc austria casa habsburgo espa ole aunqu borbon representaban monarqu absolutista pura allend pirineo europa gener dominaba tendencia gobierno remedio adaptars meno rega adient tradici hisp nica enraizada nsula colonia sino provincia espa ola hisp nica virreinato rica espa distinto colonia comenzada ultrapirenaico comenzada casa trastamara isabel castilla fernando arag pertenec misma casa siguieron austria espa ole carlo espa alemania detal important conoc mucha gracia intervencion zunzunegui nota dominado propaganda negrolegendaria anti espa tambi anti hispana saludo laga espa,[0. 0. 0. ... 0. 0. 0.],0.0
2379,2379,WZX7Y9mdOV8,UCYPlle4wb-2XNQOCS2cUkIw,"Sería bueno para rebatir la la leyenda negra, comentar la figura de un navarro llamado Javier Mina ilundain que luce en el monumento a los héroes de la independencia de México. No todos fueron a hacer fortuna",bueno rebatir leyenda negra comentar figura navarro llamado javier mina ilundain luce monumento roe independencia xico hacer fortuna,[0. 0. 0. ... 0. 0. 0.],0.0
2380,2380,WZX7Y9mdOV8,UCYPlle4wb-2XNQOCS2cUkIw,"Te saltas siete capítulos de la historia de Navarra, comprendo que resumir es lo que tiene. Pero es el origen de muchas claves de la historia de España y Francia.",salta siet tulo historia navarra comprendo resumir origen mucha clave historia espa francia,[0. 0. 0. ... 0. 0. 0.],0.0
2381,2381,WZX7Y9mdOV8,UCk2MyrbEexBKXzVLAHjG3GA,Hay datos incorrectos el sentimiento republicano en España nunca ha superado el 20%. En españa hay partidos republicanos y no llegan a superar nunca ese umbral. Los votantes de derecha y centro derecha no quieren ni oir hablar de República... Por lo tanto es imposible sin guerra.,dato incorrecto sentimiento republicano espa nunca superado espa partido republicano llegan superar nunca umbral votant derecha centro derecha quieren hablar blica impos guerra,[0. 0. 0. ... 0. 0. 0.],-1.0
2382,2382,WZX7Y9mdOV8,UCn83FNiruQRao7QbrPIE8Hg,"Es el segundo video que me trago de este sujeto hablando de la historia de España, me parece muy bien que hable de la historia de México ya que es su país y quiero creer que se la sabe algo, pero por favor que no hable de la historia de mi país, a menos que lea algo de la misma.
Solo se le puede definir de una manera, un ignorante hablando de algo que desconoce profundamente.",segundo video trago sujeto hablando historia espa parec bien habl historia xico quiero creer sabe favor habl historia meno misma solo pued definir manera ignorant hablando desconoc profundament,[0. 0. 0. ... 0. 0. 0.],0.0
2383,2383,WZX7Y9mdOV8,UC7H48HN1D2K9Jv9gGGz4-VA,Saludos para comprender España es necesario comprender el Tratado de Utrecht de 1714 Monarquia Española serían considerados los Borbon dicha guerra la ganaron tres entidades muy importantes para posteriormente llamarse España el pueblo que aporta los soldados y oficiales la nobleza que aporta el mando y los Borbon interesados en recibir la rica herencia de los Habsburgo 1517 hasta 1700 siendo que el origen de los Borbon España es y se remonta a una paz la paz de el tratado de los Pirineos de 1650 por el cual la infanta María Teresa de Austria se casaba con SM Luis XIV el famoso rey Sol y ella y sus descendientes renunciaban a sus derechos dinásticos sobre el trono de Castilla así fue firmado dicho tratado que Luis XIV ya rey incumpliría por atacar el Franco Condado en 1664 la guerra de la devolucion hasta 1667 luego sería que los herederos naturales de SM Don Felipe IV 1621 1664 heredasen la corona sin ningún problema como la sucesión a Don Carlos II 1664 1700 SM Carlos II fue y heredó al príncipe bávaro alemán Fernando José lamentablemente este príncipe murio en 1699 y sería Luis de Portocarrero agente de los Borbon quien instara al doliente rey a nombrar por heredero al nieto de su media hermana María Teresa ya muerta desde 1688 en 1700 para noviembre muere el rey y hereda a su sobrino nieto nieto de SM Felipe IV antes los Borbon reinan en Francia desde 1589 y formalmente desde 1590 con la guerra de su príncipe francés SM Enrique III rey de Navarra 1590 1610 popular por ser servidor de la causa de los llamados hugonotes o calvinistas franceses al llegar al trono y vencer a la Liga Católica se hizo muy popular con el pueblo en tanto el rey de Castilla y Aragon no España aún apoyaba a los católicos y al partido catolico que apoyaba la sucesión a los Guisa el ascenso al poder de Enrique III rey de Navarra 1547 hasta 1610 títulos también de los reyes de Francia definió el fin de la famosa guerra de los tres Enriques 1574 hasta 1590 Enrique III de Valois rey de Francia y Enrique III rey de Navarra vs Enrique de Guisa apoyado por Don Felipe II de Austria el plan de SMC sería imponer a su hija en el trono francés por ser hija de la princesa Valois Isabel de Valois fallecida en 1564 el bando Borbon triunfo y al rey Enrique IV ya de Francia lo asesinaron en 1610 la reina viuda mantuvo la dinastía apoyada por los católicos y marco distancia de Inglaterra de los Stuat también el papel de Maria de Medicci segunda esposa de Enrique de Navarra defino el curso de los hechos de estos Borbon que reinaron Francia 1590 1848 Nápoles 1733 1866 o Dos Sicilias Parma 1726 1866 y España desde 1714 antes la segunda casa de Borbon se reformulo fue vuelta a crear en 1274 cuando el príncipe francés Robert de Clermont un capeto se casó con Beatriz de Borbon heredera de los antiguos duques de Borbon los príncipes de Borbon eran ricos y heredados de los antiguos Merovingios la dinastía es famosa con Archimbault I,saludo comprend espa necesario comprend tratado utrecht monarquia espa considerado borbon dicha guerra ganaron tre entidad important posteriorment llamars espa pueblo aporta soldado oficial nobleza aporta mando borbon interesado recibir rica herencia habsburgo siendo origen borbon espa remonta tratado pirineo infanta teresa austria casaba lui famoso descendient renunciaban derecho stico trono castilla firmado dicho tratado lui incumplir atacar franco condado guerra devolucion luego heredero natural felip heredasen corona ning problema sucesi carlo carlo here ncipe varo alem fernando lamentablement ncipe murio lui portocarrero agent borbon instara dolient nombrar heredero nieto media hermana teresa muerta noviembr muer hereda sobrino nieto nieto felip borbon reinan francia formalment guerra ncipe franc enriqu navarra popular servidor causa llamado hugonot calvinista frances llegar trono vencer liga lica hizo popular pueblo castilla aragon espa apoyaba lico partido catolico apoyaba sucesi guisa ascenso poder enriqu navarra tulo tambi rey francia defini famosa guerra tre enriqu enriqu valoi francia enriqu navarra enriqu guisa apoyado felip austria plan impon hija trono franc hija princesa valoi isabel valoi fallecida bando borbon triunfo enriqu francia asesinaron reina viuda mantuvo dinast apoyada lico marco distancia inglaterra stuat tambi papel maria medicci segunda esposa enriqu navarra defino curso hecho borbon reinaron francia pole sicilia parma espa segunda casa borbon reformulo vuelta crear ncipe franc robert clermont capeto beatriz borbon heredera antiguo duqu borbon ncipe borbon rico heredado antiguo merovingio dinast famosa archimbault,[0. 0. 0. ... 0. 0. 0.],0.0
2384,2384,9o2cSXzI2VQ,UCdKjy60X1ihm3nrCTlubvmA,"Madre mía... Lo del bienestar suyo. Viven en su puñetera burbuja, González, Zapatero y ahora Sánchez, en lo 3 casos la economía y macro hundida. Así que solo puedes presumir de nada.",madr bienestar viven etera burbuja gonz zapatero ahora nchez caso econom macro hundida solo pued presumir,[0. 0. 0. ... 0. 0. 0.],-1.0
2385,2385,9o2cSXzI2VQ,UCkWnEq2CD3xGbkNgdxYBMbw,A mi no me parece ella nada relevante. Es puro dogma . Es un bloof,parec relevant puro dogma bloof,[0. 0. 0. ... 0. 0. 0.],-1.0
2386,2386,QPnwSnNMZMY,UCv05qOuJ6Igbe-EyQibJgwQ,¡Nuevo libro! Un libro profusamente ilustrado en el que hablamos de 25 grandes batallas de la historia. Hemos dado un salto de calidad. Creemos que es nuestro mejor libro. Se puede comprar en Amazon👉 www.amazon.es/dp/8413842352/,nuevo libro libro profusament ilustrado hablamo grand batalla historia dado salto calidad creemo mejor libro pued comprar amazon amazon,[0. 0. 0. ... 0. 0. 0.],1.0
2387,2387,QPnwSnNMZMY,UCtNn87aHXpEQZkR7i-6zjfw,"Napoleón, el cuck más poderoso de la historia.",napol cuck poderoso historia,[0. 0. 0. ... 0. 0. 0.],1.0
2388,2388,QPnwSnNMZMY,UCOfAfyn9-MzwUdvFRcp-Yfg,Quien después de ver La película de Napoleón Protagonizada por Joaquin Phoenix,despu cula napol protagonizada joaquin phoenix,[0. 0. 0. ... 0. 0. 0.],0.0
2389,2389,QPnwSnNMZMY,UChqUztKrvgImwseSG5hQSnQ,"""No temo a un ejército de leones comandado por ovejas, temo más a un ejército de ovejas comandado por leones""
-Napoleón Bonaparte",temo rcito leon comandado oveja temo rcito oveja comandado leon napol bonapart,[0. 0. 0. ... 0. 0. 0.],0.0
2390,2390,QPnwSnNMZMY,UCJEOiiSJ9odJpV43Yvh-PiA,Ni Napoleón se salvó de llevar cachos 😔😔.,napol salv llevar cacho,[0. 0. 0. ... 0. 0. 0.],0.0
2391,2391,QPnwSnNMZMY,UCmk9lAISaqsV9mdy4WBCiuw,Te imaginas si no hubiera engañado a los españoles y simplemente hubiera conquistado portugal? La historia a dia de hoy seria totalmente distinta. Las colonias no se hubieran independizado como lo hicieron sino de forma burocratica creando una mancomunidad. A dia de hoy España seria muy diferente. Y muy probablemente el panorama europeo también. Napoleonnnn por que cometiste ese error😭,imagina enga espa ole simplement conquistado portug historia seria totalment distinta colonia independizado hicieron sino forma burocratica creando mancomunidad espa seria diferent probablement panorama europeo tambi napoleonnnn cometist error,[0. 0. 0. ... 0. 0. 0.],0.0
2392,2392,QPnwSnNMZMY,UCcoI3_ICC1I3zEjgLZUhHVA,jajaja lo que no entendí jamás es porque no se cargaron a napoleón la primera vez en vez de desterrarlo...,jajaja entend cargaron napol primera desterrarlo,[0. 0. 0. ... 0. 0. 0.],-1.0
2393,2393,QPnwSnNMZMY,UC0WnkYmjoDzebft1s4hGuSw,El hombre isla,hombr isla,[0. 0. 0. ... 0. 0. 0.],0.0
2394,2394,QPnwSnNMZMY,UCGfrBYBWAHfZJ-NqVIBKrww,Si Ridley Scott hubiera visto este video le quedaba mejor la película,ridley scott visto video quedaba mejor cula,[0. 0. 0. ... 0. 0. 0.],0.0
2395,2395,QPnwSnNMZMY,UCHHicndoqnjP6The3fN7Ulg,El mayor genocida y espoliador de los pueblos europeos,mayor genocida espoliador pueblo europeo,[0. 0. 0. ... 0. 0. 0.],-1.0
2396,2396,QPnwSnNMZMY,UCj_xOa0J0kU7dWfo08GDe_A,"Qué pena , la película de Ridley Scott no explota nada todo esto , ni su infancia ni la complejidad de su vida… ni siquiera menciona la guerra de independencia española. Un desastre de película",pena cula ridley scott explota infancia complejidad vida siquiera menciona guerra independencia espa desastr cula,[0. 0. 0. ... 0. 0. 0.],-1.0
2397,2397,QPnwSnNMZMY,UCI8fCjOcsVMls5Eg-PhWHxQ,Mis dos grandes errores tb fueron una rusa y una española...,grand error rusa espa,[0. 0. 0. ... 0. 0. 0.],-1.0
2398,2398,QPnwSnNMZMY,UCqoitrvHVZWOLB5k0pS_4pw,"Grande Napoleón, gracias a la conquista de ESPAÑISTÁN, se echaron andar los movimientos para expulsar a la pez te HISPANA de todo el continente, Napoleón padre de todos las naciones latinoamericanas",grand napol gracia conquista espa echaron andar movimiento expulsar hispana continent napol padr nacion latinoamericana,[0. 0. 0. ... 0. 0. 0.],0.0
2399,2399,QPnwSnNMZMY,UC_kls-K2lk6WxMtOJLfmslQ,"Napoleon no se expandio porque si lo hizo porque era un pais liberal anti borbónico en medio de paises que conspiravan en su contra como lo era España, inglaterra y Rusia.",napoleon expandio hizo pai liber anti borb nico medio pais conspiravan espa inglaterra rusia,[0. 0. 0. ... 0. 0. 0.],0.0
2400,2400,QPnwSnNMZMY,UCSK5Rr0LqMVTsjyrM71cnXQ,"Javier , como historia nada q ver con la pelicula de Scott. Gran video.  Gracias",javier historia pelicula scott gran video gracia,[0. 0. 0. ... 0. 0. 0.],1.0
2401,2401,QPnwSnNMZMY,UCR4IplflPy_DBr_sZG5Kr_Q,Francia...ejército... Josefina!!!,francia rcito josefina,[0. 0. 0. ... 0. 0. 0.],0.0
2402,2402,QPnwSnNMZMY,UCYWYAjnqmeAgMtyZlTV01Rg,En 52 añoa napoleon hizo 10000 cosas. Yo en 37 termine la escuela y trabajo de lunes a sabado!,napoleon hizo cosa termin escuela trabajo lune sabado,[0. 0. 0. ... 0. 0. 0.],0.0
2403,2403,QPnwSnNMZMY,UCU8ykqikwUbus_b4iyIR1FA,mejor que la decadente versión de hollywoke,mejor decadent versi hollywok,[0. 0. 0. ... 0. 0. 0.],0.0
2404,2404,QPnwSnNMZMY,UCxgYJ5oac9g7kq_c3qx_MSw,Esto es lo que debió salir en la película en lugar de centrarse tanto en su relación con Josephine...,debi salir cula lugar centrars relaci josephin,[0. 0. 0. ... 0. 0. 0.],0.0
2405,2405,QPnwSnNMZMY,UCBKV7r3BNTRfDsFyb-Zw70Q,Grande Joaquin Phoenix,grand joaquin phoenix,[0. 0. 0. ... 0. 0. 0.],1.0
2406,2406,R5fkkdmXmc8,UCIj_mil80Id_ALDIfBuuo_g,Familia de Mafiosos!!,familia mafioso,[0. 0. 0. ... 0. 0. 0.],-1.0
2407,2407,R5fkkdmXmc8,UCICKTphrl_A2qnSpRFP0gqA,"😒LOS MEDIOS TELEVISIBOS ESPANOLES ESTAN EN SHOCK 😝MIENTRAS ESPANA 
ESPERANDO PARA VER QUE ESTA PASANDO😟 SI EL REY EMERITO SE ESTSA CAGANDO
 Y PANALES DE ADULTOS NO LES ESTAN LLEGANDO😲 Y QUE EN VENEZUELA SE ESTA
 OCULTANDO POR EL BLOKEO QUE LES ESTAN DANDO😱 EMPALAGADO SE ESTA 
QUEDANDO  😱EN SANTO DOMINGO NO ESTA DISFRUTANDO DE UN LECHON AZADO😍 
MIENTRAS ISLENAS MIRANDO EN ENAGUAS BAILANDO DE VACASIONES ESTANDO😍 
MIENTRAS OTROS ESTAN DICIENDO EL VIEJO SINVERGUENZA REY EMERITO HESTA 
HULLENDO🤔 COMO HOUDINI POR ARTE DE MAJIA DEZAPARECIENDO Y DE NADIES 
😎SE ESTA ESCONDIENDO LA CORONA OPACADA POR EL EVENTO😷 VENTANDO PEOS 
AGUACATEROS QUERIENDO🤥 ENGANAR A EL MUNDO ENTERO Y MAS A LOS ESPANOLES 
QUE🤥 CREEN VIVEN EN UNA DEMOCRACIA SENORES COMO EL FLAUTISTA DE 
AMELIN🐀🐀 🐀🐀LES TOKAN HESA FLAUTA SIN FIN QUE😱😖 EN UN REYNADO HAY 
DEMOCRACIA UNA INMENZA FALACIA 🤔Y QUE EL REY EMERITO NO ESTA HULLENDO 
MIENTRAS🗣 TODOS LO ESTAN VIENDO NO ESTA CORRIENDO HULLENDO👁 OH 
ESCONDIENDO SOLO LA CORONA PROTEGIENDO💩💩💩 MIENTRAS NADIES LES ESTA 
CRELLENDO 👮MIRANDO UNA RATA DE CANDELA🔥 HULLENDO Y TODO EL MUNDO LO 
ESTAN VIENDO Y SU VOZ HOLLENDO😱 POR QUE NO SE CALLAN NO ESTOY 
HULLENDO💩💩💩😱 NI DE NADIES ESCONDIENDO NI COMO MUSSULINI ACAVANDO DE 
UN POSTE ELECTRICO COLGANDO 💩💩💩SOLO LA CORONA ESTOY 
CUIDANDO😎💩💩💩😎  JODERRRRRRRRRRRRR OSTIAS!!!!!! 
😱💩💩💩CARAJOOOOOOOOOOOOOOOOOOO!!!!!!!!!",medio televisibo espanol estan shock mientra espana esperando pasando emerito estsa cagando panal adulto estan llegando venezuela ocultando blokeo estan dando empalagado quedando santo domingo disfrutando lechon azado mientra islena mirando enagua bailando vacasion mientra estan diciendo viejo sinverguenza emerito hesta hullendo houdini art majia dezapareciendo nadi escondiendo corona opacada evento ventando peo aguacatero queriendo enganar mundo entero espanol creen viven democracia senor flautista amelin tokan hesa flauta reynado democracia inmenza falacia emerito hullendo mientra estan viendo corriendo hullendo escondiendo solo corona protegiendo mientra nadi crellendo mirando rata candela hullendo mundo estan viendo hollendo callan hullendo nadi escondiendo mussulini acavando post electrico colgando solo corona cuidando joderrrrrrrrrrrrr ostia carajooooooooooooooooooo,[0. 0. 0. ... 0. 0. 0.],-1.0
2408,2408,R5fkkdmXmc8,UCmm5ZHLtHCSNXbPEiPW_OpQ,Acaben con eso vagos.que no hacen mattar.Elefantes ustedes mantienen esos sinvergüenzas.que trabajen para que se mantengan Leticia.es.Periodista que trabaje como Dios manda.,acaben vago hacen mattar elefant usted mantienen sinverg enza trabajen mantengan leticia periodista trabaj dio manda,[0. 0. 0. ... 0. 0. 0.],-1.0
2409,2409,R5fkkdmXmc8,UCxETVQheWDSav42XT-MPxsQ,Ya no mas monarquías,monarqu,[0. 0. 0. ... 0. 0. 0.],0.0
2410,2410,R5fkkdmXmc8,UC22XQwNdeWLfZi-Z6zSfn_A,El chorizo emérito la monta y se va de tour tan tranquilo y los súbditos rindiendole pleitesia... Que ganas de cambiar de siglo,chorizo rito monta tour tranquilo bdito rindiendol pleitesia gana cambiar siglo,[0. 0. 0. ... 0. 0. 0.],0.0
2411,2411,R5fkkdmXmc8,UCpys3Xdo8JfAcXMKe70LE9A,Lamentable,lament,[0. 0. 0. ... 0. 0. 0.],0.0
