,video_id,author,comment,vectores_tfidf,comment_stem,sentiment,hateful,targeted,aggressive
2288,GgtxN6dtKiw,UC8j1SFGEhkAzN3rRT11wTlQ,chapuza se llama eso,[0. 0. 0. ... 0. 0. 0.],chapuza llama,-1,0.14642314612865448,0.06811880320310593,0.07398052513599396
2308,2zHpbpjUUY4,UCguveinBuyXbP0IcdugAOpQ,Restar la sobrepoblacion.  Matando alos pecadores,[0. 0. 0. ... 0. 0. 0.],restar sobrepoblacion matando alo pecador,-1,0.3177098035812378,0.03544865921139717,0.13041575253009796
2311,2zHpbpjUUY4,UCgrECwtXBjc33anqsXq4uAQ,"Mejor enfríenme los huevos, tira de mentirosos!!!",[0. 0. 0. ... 0. 0. 0.],mejor enfr enm huevo tira mentiroso,-1,0.0943586677312851,0.06795956194400787,0.0964365005493164
2314,2zHpbpjUUY4,UCYOKLmOili8rvmMXLBBlUxg,"Este documental es una BASURA. MIENTEN. SON SERVIDORES DE LOS DE LA SSESINA AGENDA 20-20-50. 

No éxiste el calentamiento global, no éxiste el cambio climático, ÉXISTE la GEOINGENIERÍA PARA CAMBIAR EL CLIMA AL ANTOJO. Es lo que?estamos VIVIENDO,  desde hace unos pocos años y, muy INTENSAMENTE desde hace un año. FUMIGACIONES MASIVAS DIARIAS que están SUBIENDO LAS TEMPERATURAS, CONGELANDO EL AGUA Y LA HUMEDAS QUE CONTIENEN LAS NUBES, lo que provoca SEQUÍA.",[0. 0. 0. ... 0. 0. 0.],document basura mienten servidor ssesina agenda xist calentamiento global xist cambio clim tico xist geoingeni cambiar clima antojo viviendo hace poco intensament hace fumigacion masiva diaria subiendo temperatura congelando agua humeda contienen nube provoca sequ,-1,0.04957598075270653,0.005987375043332577,0.026680154725909233
2315,2zHpbpjUUY4,UCdK9P4xm8aGuKW2fcLshWLg,Es muy fácil enfriar el planeta y detener el calentamiento global. Simplemente tenemos todos que hacernos veganos. Además es la única solución.,[0. 0. 0. ... 0. 0. 0.],enfriar planeta deten calentamiento global simplement hacerno vegano adem nica soluci,-1,0.08155491203069687,0.006757271010428667,0.025928499177098274
2321,2zHpbpjUUY4,UC2Yv_p0RsjsO8ETZTGcQpMg,"Mientras la humanidad sea esclava de necesidades innecesarias nada se puede hacer. Los cambios de ciclo naturales del planeta son imparables aunque podamos ralentizar. El consumo innecesario nos aboca en generar un problema difícil de solucionar por dos motivos fundamentales, la sociedad no esta dispuesta de prescindir de cosas innecesarias y la industria no esta dispuesta en la fabricación de cosas que tenga una larga vida útil. Si tanto el consumidor como el fabricante no estas predispuestos nada de esto es posible. De todos modos tengo un sistema para evitar la contaminación procedente de materiales fósiles en un 99%.",[0. 0. 0. ... 0. 0. 0.],mientra humanidad esclava necesidad innecesaria pued hacer cambio ciclo natural planeta impar aunqu podamo ralentizar consumo innecesario aboca generar problema solucionar motivo fundamental sociedad dispuesta prescindir cosa innecesaria industria dispuesta fabricaci cosa larga vida consumidor fabricant predispuesto posibl modo sistema evitar contaminaci procedent material sile,-1,0.3040236532688141,0.007517942227423191,0.08910192549228668
2324,2zHpbpjUUY4,UCHK9hNe5MauQxEFkOLMSN-A,pero la culpa es la superpoblacion xD pero las empresas las salvan xD,[0. 0. 0. ... 0. 0. 0.],culpa superpoblacion empresa salvan,-1,0.4377423822879791,0.12814897298812866,0.19571863114833832
2326,2zHpbpjUUY4,UCSEcdXxqnYGylm_oG2kcNLw,Y más cuando haya tantos intereses creados uhhhhhhh 😂,[0. 0. 0. ... 0. 0. 0.],tanto interes creado uhhhhhhh,-1,0.09817420691251755,0.02964898571372032,0.045493610203266144
2330,YGFs_9HxLw0,UCSMvog9ZhPqeuJCpui0vlMw,ESTE SEÑOR PEÑAFIEL DE ESCUCHAR Y HABLAR FEO DE UNA MUJER ES BASTANTE DESAGRADABLE AUNQUE TUVIERA LA RAZÓN LOS VERDADEROS HOMBRES O CABALLEROS NUNCA HABLAN ASÍ DE NINGUNA DAMA,[0. 0. 0. ... 0. 0. 0.],afiel escuchar hablar mujer bastant desagrad aunqu verdadero hombr caballero nunca hablan ninguna dama,-1,0.3743739128112793,0.03908412158489227,0.07734914124011993
2331,YGFs_9HxLw0,UCYKwe9OGj_KUvWXD5n8pV7g,"Este señor peñafiel está lleno de odio y de prejuicios y tambien pagado y utilizado por los enemigos de la reina Letizia, afortunadamente son mayores los amigos.",[0. 0. 0. ... 0. 0. 0.],afiel lleno odio prejuicio tambien pagado utilizado enemigo reina letizia afortunadament mayor amigo,-1,0.01714894361793995,0.014529986307024956,0.01739388518035412
2333,YGFs_9HxLw0,UCd-9H20sngUr8RKy7y9gnyQ,"Peñafiel como marido y padre ,nada que envidiar ,no sabe ni hablar correctamente, bocaliza fatal ,critica mucho, ! el perfecto nada, que pena da el anciano envidioso, ya le gustaria ser la mitad de honesto que letizia ,se cree en poder de la verdad nunca dijo la verdad de los reyes ,nunca saco trapos sucios , y de letizia no para",[0. 0. 0. ... 0. 0. 0.],afiel marido padr envidiar sabe hablar correctament bocaliza fatal critica perfecto pena anciano envidioso gustaria mitad honesto letizia cree poder verdad nunca dijo verdad rey nunca saco trapo sucio letizia,-1,0.022729018703103065,0.030691102147102356,0.025460798293352127
2342,YGFs_9HxLw0,UCSK6kgUeFheh-2L8jEvkpQQ,Puras tonteras 😂😂😂😂😂 hablen de asuntos importantes,[0. 0. 0. ... 0. 0. 0.],pura tontera hablen asunto important,-1,0.03370703011751175,0.012829799205064774,0.021028917282819748
2343,YGFs_9HxLw0,UCFJLBzVM1UEfQP9YXbghRUg,"Que chismoso este Peñafiel, que lengua tan voraz. Y el publico español tan ordinario y ridiculo",[0. 0. 0. ... 0. 0. 0.],chismoso afiel lengua voraz publico espa ordinario ridiculo,-1,0.01954975165426731,0.029848428443074226,0.02769308350980282
2344,YGFs_9HxLw0,UCx6BE0KYAp9QlOC7_dE62-w,"Jaime tiene toda la razon, y estos colaboradores, pardillos quieren corregir al maestro.  Y dale, !!   no ha ayudado, tanto,  no hace mas q meter la pata,  y le viene grande el cargo, y ha roto a la famili real  y siemmpre lleva la conntraria  cuando todos se santiguan ella ni se inmuta, se la suda todo.  Siempre distinguiendose y al reves de todos.😭😭😭",[0. 0. 0. ... 0. 0. 0.],jaim toda razon colaborador pardillo quieren corregir maestro dale ayudado hace meter pata vien grand cargo roto famili real siemmpr lleva conntraria santiguan inmuta suda siempr distinguiendos reve,-1,0.04081134870648384,0.013830505311489105,0.03284875303506851
2384,lgL_D9Y3zRs,UCc01vOEHKHPK7VNc-LZgD3g,"Me pone triste ver tantos videos diciéndome que no vaya a Europa en verano, pero es la fecha que elegimos con mi mamá para ir ya que no teníamos muchos días disponibles :(",[0. 0. 0. ... 0. 0. 0.],pone trist tanto video dici ndome vaya europa verano fecha elegimo amo dispon,-1,0.029566526412963867,0.008976338431239128,0.01898765005171299
2409,bEZpWpVsUyo,UCC216nSiudtTkKcv3T_vBuw,"Al hermano pueblo cubano, sigan en la lucha por su patria y vida, con todo nomas contra esta lacra de acomodados, corruptos y genocidas que son los comunistas rancios y fracazados, saludos y todo mi apoyó desde Chile",[0. 0. 0. ... 0. 0. 0.],hermano pueblo cubano sigan lucha patria vida noma lacra acomodado corrupto genocida comunista rancio fracazado saludo apoy chile,-1,0.08808980882167816,0.022168496623635292,0.11500930786132812
2410,bEZpWpVsUyo,UCpPh0enOY7kfuGZgPYgDEeA,"Eso es mentira,  ellos no piden disculpas   ellos  llevan palos  y bates.  Ya vimos el video de las guaguas,  vestidos de civil,  con un bate de madera para partir cabezas.  Ellos son los violentos. Y loa  agresores.   Tenemos  un  Presidente  mentiroso.",[0. 0. 0. ... 0. 0. 0.],mentira piden disculpa llevan palo bate vimo video guagua vestido civil bate madera partir cabeza violento agresor president mentiroso,-1,0.023915018886327744,0.006941201630979776,0.02070035971701145
2411,bEZpWpVsUyo,UCpPh0enOY7kfuGZgPYgDEeA,"En las protestas de  Nuevitas en la provincia de Camagüey,  los  niños fueron golpeados por la policia  y  otros  chivatos de la Seguridad del  Estado.    Deben quitarle el nombre,  ellos lk brindan ninguna seguridad.   Solo  saben  amenzar  a las personas  y  encarcelar.",[0. 0. 0. ... 0. 0. 0.],protesta nuevita provincia camag golpeado policia chivato seguridad deben quitarl nombr brindan ninguna seguridad solo saben amenzar persona encarcelar,-1,0.10338461399078369,0.005648225080221891,0.05012625455856323
2412,bEZpWpVsUyo,UCpPh0enOY7kfuGZgPYgDEeA,"En  Cuba no se respetan los derechos humanos,  ni se respeta al cubano.  Ustedes usan la fuerza   y  la represión  y violencia.   No  tenemos derechos a nada.  Ni  siquiera a poder  tener una alimentación adecuada.  No sea mentiroso  Días  Canel.",[0. 0. 0. ... 0. 0. 0.],cuba respetan derecho humano respeta cubano usted usan fuerza represi violencia derecho siquiera poder tener alimentaci adecuada mentiroso canel,-1,0.09518219530582428,0.012935052625834942,0.07148576527833939
2413,bEZpWpVsUyo,UCpIuTPaPIXpWtwi7cyWi7ug,"Ese gobierno es un abuzador 😢que sigan protestando ,y reclamen sus derechos ,están sufriendo esos cubanos en ese país y ese que está en el poder no tiene ninguna clase de sentimientos",[0. 0. 0. ... 0. 0. 0.],gobierno abuzador sigan protestando reclamen derecho sufriendo cubano poder ninguna clase sentimiento,-1,0.299669474363327,0.0061182621866464615,0.14234352111816406
2416,bEZpWpVsUyo,UC3kcDQkhQb0ZcPyFxuzRcWA,"Ya levántate Cuba, despierta, muera la dictadura, muera el socialismo!!!",[0. 0. 0. ... 0. 0. 0.],ntate cuba despierta muera dictadura muera socialismo,-1,0.37254032492637634,0.017077863216400146,0.17981263995170593
2417,bEZpWpVsUyo,UC-vAhFnySQBflbdy-VyVubg,CUBA ESTADO SUPER FALLIDO PATRIA Y VIDA,[0. 0. 0. ... 0. 0. 0.],cuba super fallido patria vida,-1,0.3908560872077942,0.03148971498012543,0.17068631947040558
2418,bEZpWpVsUyo,UCwDKPDHrGSmVPMp1ypvjljw,Que descaro mandaste a maltratar al pueblo cuando se manifestaron pasivamente,[0. 0. 0. ... 0. 0. 0.],descaro mandast maltratar pueblo manifestaron pasivament,-1,0.05378175526857376,0.00878835842013359,0.03255745396018028
2420,bEZpWpVsUyo,UCGOOjz3PjAsBBMOB1Qutj9A,"Que descaro no lo soporto , la prioridad es ellos mismo vender los famosos combos a los habitantes que los familiares les puedas comprar y los que no que se jodan cómo es mismo dijo en un discurso ( en su confusión  ) ese país ni se acuerda ya que son las navidades",[0. 0. 0. ... 0. 0. 0.],descaro soporto prioridad mismo vender famoso combo habitant familiar pueda comprar jodan mismo dijo discurso confusi acuerda navidad,-1,0.05173104628920555,0.011708779260516167,0.019958095625042915
2421,bEZpWpVsUyo,UC6OwZJVSlBve1VO-RrX5UfQ,Este hombre es un mentiroso.,[0. 0. 0. ... 0. 0. 0.],hombr mentiroso,-1,0.043497391045093536,0.044579751789569855,0.042022544890642166
2422,bEZpWpVsUyo,UCMdDk6qfOoyv6d4Whlbi3jA,"Cubanos, a las calles sin miedo, fuera la dictadura de ese grupo de delincuentes encabezado por Miguel Díaz Canel. No más hambre.",[0. 0. 0. ... 0. 0. 0.],cubano call miedo dictadura grupo delincuent encabezado miguel canel hambr,-1,0.051156576722860336,0.011808795854449272,0.034833066165447235
2447,Nd4mD1m8JC0,UCjiIEIehE6tf8CFaqPG_pyQ,que se armen los putazos!!!,[0. 0. 0. ... 0. 0. 0.],armen putazo,-1,0.17295247316360474,0.10412978380918503,0.20024298131465912
2450,Nd4mD1m8JC0,UC9azDE7TGm8-zkJPP0tJjDQ,"Yo pienso que hicieron lo correcto , pinches gringos están acostumbrados a hacer lo que quieren donde quieren , ya estuvo bueno putos racistas de mierda.",[0. 0. 0. ... 0. 0. 0.],pienso hicieron correcto pinch gringo acostumbrado hacer quieren quieren bueno puto racista mierda,-1,0.9720008969306946,0.712410032749176,0.9396477937698364
2455,Nd4mD1m8JC0,UC64bIHgTYeMC6cSJLawCS8A,Asi se hubieran molestado cuando los agentes de allá entraron a territorio mexicano por sus 🥚🥚 y actuaron como ellos quisieron con un auto y gente que venían siguiendo. Entraron y salieron cómo Pedro por su casa y ahi no hubo indignación por parte del gobierno norteaméricano. Solo se enojan cuando les conviene. Muy bien por nuestras fuerzas armadas Mexicanas.,[0. 0. 0. ... 0. 0. 0.],molestado agent entraron territorio mexicano actuaron quisieron auto gent siguiendo entraron salieron pedro casa indignaci part gobierno norteam ricano solo enojan convien bien fuerza armada mexicana,-1,0.7050716876983643,0.012833821587264538,0.3056375980377197
2457,Nd4mD1m8JC0,UC7C-trLLPuo7eGKgsZfdaVQ,"Todos dicen "" bien por los soldados mexicanos"" como asi si ellos fueron los trememendos burros por no saber donde estaban 😂😂😂",[0. 0. 0. ... 0. 0. 0.],dicen bien soldado mexicano trememendo burro saber,-1,0.26434653997421265,0.01871395856142044,0.10228440910577774
2458,Nd4mD1m8JC0,UCPCQNeb9JueDKq0KdUuzXOA,Aguebo como ban acruzar a mexico....con los soldados de México 🇲🇽. Se chingan ...,[0. 0. 0. ... 0. 0. 0.],aguebo acruzar mexico soldado xico chingan,-1,0.11122383177280426,0.014855370856821537,0.043952371925115585
2459,Nd4mD1m8JC0,UC6_TGi14xMEfTBnl1HyRQFQ,Se hacen endejos los gringos ponen su  reja siempre dentro de territorio Mexicano,[0. 0. 0. ... 0. 0. 0.],hacen endejo gringo ponen reja siempr dentro territorio mexicano,-1,0.9326163530349731,0.030548211187124252,0.6557460427284241
2461,Nd4mD1m8JC0,UC0kTOlJarzn1Sjeiu1ptqMA,Inches noticias cagadas no mas calientan las tensiones entre gobiernos. Los  norteamericanos si pueden y los mexicanos no cada kien cuida su territorio bueyes noticieros cagados.,[0. 0. 0. ... 0. 0. 0.],inch noticia cagada calientan tension gobierno norteamericano pueden mexicano cada kien cuida territorio buey noticiero cagado,-1,0.64455246925354,0.04370950162410736,0.4401545822620392
2463,Nd4mD1m8JC0,UCmpXJ9c99rmpSt_J29G3mYQ,"Tengo entendido que desde los tiempos de Gortari, los gringos le estan pagando una cantidad increible por una franja de territorio mexicano. Como si Mexico fuera propiedad de Gortari. Ah! Se me olvidaba los gringos se encargaron de que Mexico en los mapas se vea mas chico de lo que es. Para verse mas imponente ellos. Echar un vistazo a la doctrina Monroe, para que vean la arrogancia. O demencia?",[0. 0. 0. ... 0. 0. 0.],entendido tiempo gortari gringo estan pagando cantidad increibl franja territorio mexicano mexico propiedad gortari olvidaba gringo encargaron mexico mapa chico vers imponent echar vistazo doctrina monro vean arrogancia demencia,-1,0.700527548789978,0.012126737274229527,0.2945418357849121
2476,lCfPoRVR1bY,UCsaHCwRa2Cv84LmzAmYW-Jw,es cierto que esos equipos gastan muchisima pintura? mucho mas que pintar a rodillo? que tiras mucho dinero en pintura????,[0. 0. 0. ... 0. 0. 0.],cierto equipo gastan muchisima pintura pintar rodillo tira dinero pintura,-1,0.0661749616265297,0.005674202926456928,0.01777360402047634
2481,lCfPoRVR1bY,UC360eKIjwUmTv0rTPX0c_bg,Yo tengo una graco x5 llevo von ella mas de 4 años y como 50 cubetas de pontura y las que le faltan . Entre más la uso está más fuerte. Lo unico es que las puntas de la boquilla se desgastan.,[0. 0. 0. ... 0. 0. 0.],graco llevo cubeta pontura faltan fuert unico punta boquilla desgastan,-1,0.044305041432380676,0.004677902441471815,0.022908851504325867
2509,mDF0KQ1Gaqs,UCEzOmHw8hiMe7CdwWKSMOvA,"Mejor es aprender defensa personal. Ante la ineptitud de las autoridades educativas, no queda más que defender la propia integridad de los abusivos.",[0. 0. 0. ... 0. 0. 0.],mejor aprend defensa person ineptitud autoridad educativa queda defend propia integridad abusivo,-1,0.01833191141486168,0.010327372699975967,0.015427367761731148
2516,mDF0KQ1Gaqs,UCa6yjgXik568Pj3jywN0S-Q,Dios mio que acoso escolar ni mas grave😂,[0. 0. 0. ... 0. 0. 0.],dio acoso escolar grave,-1,0.01224761363118887,0.006593252997845411,0.007861250080168247
2518,mDF0KQ1Gaqs,UCqEVzmnX2rvExRaSLeL4UWQ,A mí me hacían bullying en la secundaria más en la secundaria y prepa más en secundaria al final me pidieron perdón hay que estar pilas contra el acoso escolar,[0. 0. 0. ... 0. 0. 0.],bulli secundaria secundaria prepa secundaria final pidieron perd pila acoso escolar,-1,0.02136618085205555,0.014128223992884159,0.019683590158820152
2524,mDF0KQ1Gaqs,UC7tEUQ7OjNzT11tZYOVUzkg,que se acabe el bullyngg,[0. 0. 0. ... 0. 0. 0.],acab bullyngg,-1,0.03571578860282898,0.016531649976968765,0.03450830280780792
2525,mDF0KQ1Gaqs,UCcaZemYOyIw5EbkPKc8pOmA,"Imaginate que te hagan bullying en el colegio, y que ellos incentiven al gente externa a que te acosen imaginate que todo un pueblo te acose gracias a bullies escolares, imaginate no mas. Xq cuando uno lo cuenta nadie le cree. Uno siempre es un mentiroso o un exagerado. 
Y hasta que no se tira de un 7timo piso no lo dejan en paz.
Pd: imaginate tbn lidiar con problemas de salud mental a causa de todo el acoso de primario secundario y demas. 
Apesar de que me mude: ellos siguen atormentandome y no tengo pruebas para denunciarlos, xq nadie abre la boca y se creen cualquier estupidez.",[0. 0. 0. ... 0. 0. 0.],imagin hagan bulli colegio incentiven gent externa acosen imagin pueblo acos gracia bulli escolar imagin cuenta nadi cree siempr mentiroso exagerado tira timo piso dejan imagin lidiar problema salud mental causa acoso primario secundario dema apesar mude siguen atormentandom prueba denunciarlo nadi abr boca creen cualquier estupidez,-1,0.06698061525821686,0.00689226808026433,0.03940335661172867
2527,Cw-qHZemygI,UCrrR4OoWTcMYCpBBwkQUWQw,"Despojos? Que palabra llena de ignorancia; Rusia son los Soviets, siempre han Sido superiores a occidente; aún quedan hijos de la Revolución, que harán respetar a la patria grande, en todo sentido, como ahora que están haciendo temblar y derrotar a los enemigos occidentales.",[0. 0. 0. ... 0. 0. 0.],despojo palabra llena ignorancia rusia soviet siempr sido superior occident quedan hijo revoluci respetar patria grand ahora haciendo temblar derrotar enemigo occidental,-1,0.3761192858219147,0.01837845705449581,0.19690492749214172
2530,Cw-qHZemygI,UCIMVpIkyd8RvCpfDrt-F1ww,Si supieran que los europeos estan mas saboteados por eeuu su industria esta dejando de ser competente debido a los altos costos que compran sus hidracarburos en la actualidad a su patron eeuu sacando el mayor beneficio... que ironico lo que dicen en este video en algunas cosas no concuerdo,[0. 0. 0. ... 0. 0. 0.],supieran europeo estan saboteado eeuu industria dejando competent debido alto costo compran hidracarburo actualidad patron eeuu sacando mayor beneficio ironico dicen video cosa concuerdo,-1,0.8006410002708435,0.014653957448899746,0.3720562160015106
2531,Cw-qHZemygI,UCIMVpIkyd8RvCpfDrt-F1ww,"DICIEMBRE DE 2023 DEPUES DE MILES DE SANCIONES A RUSIA Y TODO EL ARMAMENTO DE LA OTAN QUEDA CLARO LA FALSEDAD DE ESTE VIDEO, YA QUE NO PUDIERON QUEBRAR A RUSIA NI CONTROLAR EL PRECIO DE SUS RECURSOS.",[0. 0. 0. ... 0. 0. 0.],diciembr depu mile sancion rusia armamento otan queda claro falsedad video pudieron quebrar rusia controlar precio recurso,-1,0.0954347625374794,0.006213682238012552,0.034229181706905365
2533,Cw-qHZemygI,UCjhsT3mcWaWghhjks0PZVHA,"VIVA la RUSIA de Lenin , VIVA la RUSIA de Vladimir Putin Muera la Rusia del Traidor gorbachou .",[0. 0. 0. ... 0. 0. 0.],viva rusia lenin viva rusia vladimir putin muera rusia traidor gorbach,-1,0.09847405552864075,0.03434957191348076,0.0996401235461235
2535,Cw-qHZemygI,UCe3zPLo4lvYWUBlpl2Ujoxg,"Que equivocados estan los vasallos Alemanes de los Anglosajones, Alemania tiene inflacion, recesion y desinduztrializacion mientras que Rusia tubo crecimiento de 3% en 2022 y 1.8% en el 2023.",[0. 0. 0. ... 0. 0. 0.],equivocado estan vasallo aleman anglosajon alemania inflacion reces desinduztrializacion mientra rusia tubo crecimiento,-1,0.8028286695480347,0.0321296826004982,0.5327315330505371
2543,Cw-qHZemygI,UCeC7ND3_UU95kuC-mzAA3cg,Una pena que los ciudadanos rusos estén a las manos de un dictador como Putin. El ejército ruso se está viendo que carencias tiene no son ninguna potencia. Q salgan de Ucrania,[0. 0. 0. ... 0. 0. 0.],pena ciudadano ruso mano dictador putin rcito ruso viendo carencia ninguna potencia salgan ucrania,-1,0.8425533771514893,0.04362165927886963,0.5303237438201904
2545,Cw-qHZemygI,UCOqNj6DaJXpWHzATyZD-zpA,"Nunca creeré en los buenos y los malos, hay grisis, los pueblos son inocentes de los intereses de oligarcas y matones.",[0. 0. 0. ... 0. 0. 0.],nunca creer bueno malo grisi pueblo inocent interes oligarca maton,-1,0.7537429928779602,0.43117350339889526,0.6313373446464539
2547,hE_tQkDlwvA,UCe_LaT_U1Qkizdc5lLcctKg,"NINGUN TRABAJO VALE MAS QUE LA VIDA DEBERIA SENTIRSE AFORTUNADA QUE YA LE AVISARON, A OTROS NADA MAS LES LLEGA LA MUERTE Y LA TORTURA NO VALE LA PENA INVOLUCRARSE EN POLITICA Y ESOS ASUNTOS DELICADOS SI SOLO ERES UN PERIODISTA",[0. 0. 0. ... 0. 0. 0.],ningun trabajo vale vida deberia sentirs afortunada avisaron llega muert tortura vale pena involucrars politica asunto delicado solo periodista,-1,0.05382993444800377,0.007590911816805601,0.024712465703487396
2548,hE_tQkDlwvA,UCF1YbRpm5h_mCM_3vuo2K8A,"Bueno cómo se pueden defender a periodistas corruptos vendidos, cómo si solitos se matan al servir a delincuentes..
Ésto tenía que pasar y nadie es culpable ..",[0. 0. 0. ... 0. 0. 0.],bueno pueden defend periodista corrupto vendido solito matan servir delincuent pasar nadi culpabl,-1,0.01828780211508274,0.012610471807420254,0.022484274581074715
2549,hE_tQkDlwvA,UCqZn9T9__M_8ElsZKfdvULQ,Bien machitos que tienen que taparse la cara para amenazar 😅 no quiere mostrar sus caras de tizoc 😅,[0. 0. 0. ... 0. 0. 0.],bien machito tapars cara amenazar quier mostrar cara tizoc,-1,0.4053986668586731,0.47025173902511597,0.2757106423377991
2554,hE_tQkDlwvA,UCNr2vMJJhd16u6x7PLBq-1A,Nunca vayan a mexico enserio...los carteles estan a por monton y nadie tiene alma ahi.,[0. 0. 0. ... 0. 0. 0.],nunca vayan mexico enserio cartel estan monton nadi alma,-1,0.17601068317890167,0.006228991784155369,0.08197283744812012
2556,hE_tQkDlwvA,UCQwBHGrMNZYq4zOQZJefIYQ,"Simplemente dejen de hablar estupideces y no se burlen del poder de uno.

Ustedes periodistas piensan que son intocables por trabajar en la televisión?
Retar o insultar alos narcos no es una broma o sencillo algo que se dejara pasar.",[0. 0. 0. ... 0. 0. 0.],simplement dejen hablar estupidec burlen poder usted periodista piensan intoc trabajar televisi retar insultar alo narco broma sencillo dejara pasar,-1,0.02261388674378395,0.005557980854064226,0.020566126331686974
2557,hE_tQkDlwvA,UC7VQvDGc4wIGVblOOO-7frw,A hora los de jalisco matan a todo aquello que les cae mal estan locos,[0. 0. 0. ... 0. 0. 0.],hora jalisco matan aquello estan loco,-1,0.06641168892383575,0.005157132167369127,0.03517243266105652
2563,hE_tQkDlwvA,UClLfv9edkDfvAUhhZlG8VVQ,"Salvador tan chiquito y nadie puede hablar ni una palabra contra ellos? Cuando vamos hacer algo, porque lo que supuestamente elegimos pa llevar gobierno, se tiran y no hacen nada.",[0. 0. 0. ... 0. 0. 0.],salvador chiquito nadi pued hablar palabra vamo hacer supuestament elegimo llevar gobierno tiran hacen,-1,0.047280214726924896,0.007833413779735565,0.02313094586133957
2564,hE_tQkDlwvA,UCGLgho7ijoldTr_2EB-oCtQ,Las noticias son montaje o mentirosos,[0. 0. 0. ... 0. 0. 0.],noticia montaj mentiroso,-1,0.030114352703094482,0.02033502236008644,0.02348099648952484
2565,hE_tQkDlwvA,UCj0VQQMEQe0qFdrcjazXnKQ,Ya me dio miedo 😨 ir a México todo gracias a la corrupción,[0. 0. 0. ... 0. 0. 0.],miedo xico gracia corrupci,-1,0.017251862213015556,0.017178094014525414,0.016246970742940903
2574,t-igz_R6_Ew,UCoIUyyYaf2GEWB73cezOvpg,Imagínate el entrenador del atlético del Madrid quedó como un pendejo,[0. 0. 0. ... 0. 0. 0.],imag nate entrenador tico madrid qu pendejo,-1,0.05790958181023598,0.04467204958200455,0.05140344426035881
2575,t-igz_R6_Ew,UCo6bJsflCZxkTxUh-OZ5IuQ,😂 Puro idiota nomas   😂,[0. 0. 0. ... 0. 0. 0.],puro idiota noma,-1,0.09582709521055222,0.02686074748635292,0.05603183060884476
2586,t-igz_R6_Ew,UC_IlQZYVOQDeTVc2Jl1oH1w,"El Atleti:
Ya nos cargó la chingada💀💀💀",[0. 0. 0. ... 0. 0. 0.],atleti carg chingada,-1,0.044075481593608856,0.018650716170668602,0.03994791954755783
2589,t-igz_R6_Ew,UCw6TaPW-OJcNwr_6wsIEZYA,CR7 eterno PADRE del Patético de Madrid y de Simeone.,[0. 0. 0. ... 0. 0. 0.],eterno padr tico madrid simeon,-1,0.013241437263786793,0.017592674121260643,0.01235533319413662
2592,p6PD5OHiHnU,UC4iCIJCgO2HO_ryGJsameIw,"Que dificil es irse, no quiero hacerlo pero luchar ya se siente insuficiente.",[0. 0. 0. ... 0. 0. 0.],dificil irs quiero hacerlo luchar insuficient,-1,0.040542762726545334,0.015187929384410381,0.030418172478675842
2608,p6PD5OHiHnU,UCaGBtwS-Nna7B1KP8_xx5-g,Me dejaron con el corazón y el ano roto 😭,[0. 0. 0. ... 0. 0. 0.],dejaron coraz roto,-1,0.03413182497024536,0.013537572696805,0.023183157667517662
2616,dkQZRf6g1J4,UCbKNfLYXAg0DY7x6jLEKigg,fakuku eres una caca jaja XD jaja,[0. 0. 0. ... 0. 0. 0.],fakuku caca jaja jaja,-1,0.19223810732364655,0.1106921136379242,0.12719880044460297
2622,dkQZRf6g1J4,UCCW0X2n_yLmzF9bSHQcZEOg,"Que mal video el de wild Frank, matando animales pues que poca. Educación de su parte, al trasmitir 1 video así y otra que poca desonra en permanecer con estos tipos de documentales.",[0. 0. 0. ... 0. 0. 0.],video wild frank matando animal pue poca educaci part trasmitir video poca desonra permanec tipo documental,-1,0.03957783803343773,0.006941668223589659,0.023178692907094955
2624,dkQZRf6g1J4,UCFZDQeVEOGf2dOVuVhvwJcg,Pobre culebra😢😢🐍🐍,[0. 0. 0. ... 0. 0. 0.],pobr culebra,-1,0.07911527901887894,0.02114093489944935,0.041052307933568954
2630,dkQZRf6g1J4,UCbb0b-zsvoujvwrEFXO4iPQ,Leandro error deo,[0. 0. 0. ... 0. 0. 0.],leandro error,-1,0.028521640226244926,0.016292249783873558,0.02062017098069191
2634,knrc4q1S_q0,UC7fEcTDlx6x9-aTvkakUFPA,mucho ruido y poca nuez... nunca igual a window. lento.,[0. 0. 0. ... 0. 0. 0.],ruido poca nuez nunca igual window lento,-1,0.03408202528953552,0.007596405688673258,0.016751471906900406
2645,knrc4q1S_q0,UC4N0OEOMiifp2Ve9stvDt8Q,"Linux tiene que mejorar mucho todavía, tienes que crear un-Linux completo, que puedas montar programas de windows sin problema sin tantos atajos eso es muy fastidioso para los usuarios, por eso casi nadie lo monta, si lo hicieran bien, la gente lo usaria sin problema, por eso casi nadie lo usa, instalar Linux y montar tus programas favoritos seria genial sin tanto atajos, por eso todo escogen a windows, y tampoco quieren a mac por el mismo problema",[0. 0. 0. ... 0. 0. 0.],linux mejorar todav crear linux completo pueda montar programa window problema tanto atajo fastidioso usuario casi nadi monta hicieran bien gent usaria problema casi nadi instalar linux montar programa favorito seria genial atajo escogen window tampoco quieren mismo problema,-1,0.12023506313562393,0.005791934672743082,0.03437346965074539
